origin_zone,dest_zone,motive,motive_name,trips,o_lon,o_lat,d_lon,d_lat
116,165,3,Trabalho Serviços,1755,-46.70946,-23.44745,-46.6121,-23.51059
165,116,8,Residência,1755,-46.6121,-23.51059,-46.70946,-23.44745
116,116,8,Residência,1755,-46.71987,-23.43483,-46.71353,-23.42969
116,109,3,Trabalho Serviços,1755,-46.73777,-23.43552,-46.72568,-23.48334
109,116,8,Residência,1755,-46.72568,-23.48334,-46.73777,-23.43552
116,142,3,Trabalho Serviços,1755,-46.73526,-23.43531,-46.66826,-23.4654
142,116,8,Residência,1755,-46.66826,-23.4654,-46.73526,-23.43531
116,116,8,Residência,1755,-46.73693,-23.44669,-46.73248,-23.44519
116,116,4,Educação,1755,-46.73248,-23.44519,-46.73693,-23.44669
116,116,8,Residência,1755,-46.73693,-23.44669,-46.73248,-23.44519
116,116,4,Educação,1755,-46.73248,-23.44519,-46.73693,-23.44669
116,121,4,Educação,1755,-46.72551,-23.42605,-46.70811,-23.44072
83,116,8,Residência,1755,-46.69089,-23.54666,-46.72008,-23.44299
116,62,3,Trabalho Serviços,1755,-46.72008,-23.44299,-46.65739,-23.58184
62,116,8,Residência,1755,-46.65739,-23.58184,-46.72008,-23.44299
73,116,8,Residência,1755,-46.68672,-23.59618,-46.71219,-23.45238
154,116,8,Residência,1755,-46.60421,-23.48114,-46.70906,-23.44472
116,154,3,Trabalho Serviços,1755,-46.70906,-23.44472,-46.60421,-23.48114
116,116,8,Residência,1755,-46.73733,-23.45292,-46.73754,-23.43445
116,116,8,Residência,1755,-46.73808,-23.45254,-46.73452,-23.45781
76,116,8,Residência,1755,-46.66982,-23.56602,-46.73678,-23.43802
116,116,8,Residência,1755,-46.73197,-23.43838,-46.73678,-23.43802
116,116,4,Educação,1755,-46.71052,-23.42705,-46.71796,-23.43514
116,116,8,Residência,1755,-46.71796,-23.43514,-46.71052,-23.42705
116,116,4,Educação,1755,-46.7374,-23.44809,-46.74038,-23.43585
116,116,4,Educação,1755,-46.7374,-23.44809,-46.74038,-23.43585
116,93,3,Trabalho Serviços,1755,-46.73421,-23.43834,-46.66703,-23.52687
116,345,3,Trabalho Serviços,1755,-46.73701,-23.4365,-46.71237,-23.37977
116,93,3,Trabalho Serviços,1755,-46.71184,-23.44989,-46.66703,-23.52687
116,116,4,Educação,1755,-46.71184,-23.44989,-46.73701,-23.4365
116,116,2,Trabalho Comércio,1755,-46.73494,-23.43764,-46.72874,-23.43811
116,116,8,Residência,1755,-46.72874,-23.43811,-46.73494,-23.43764
116,116,6,Saúde,1755,-46.72199,-23.44472,-46.71664,-23.44817
116,116,8,Residência,1755,-46.71791,-23.435,-46.72199,-23.44472
116,116,8,Residência,1755,-46.71254,-23.43324,-46.71963,-23.4472
116,116,8,Residência,1755,-46.72811,-23.43803,-46.73254,-23.4375
32,116,8,Residência,1755,-46.66203,-23.55526,-46.7323,-23.44482
112,116,8,Residência,1755,-46.75682,-23.48668,-46.70906,-23.44472
116,116,4,Educação,1755,-46.70906,-23.44472,-46.71656,-23.44906
116,110,3,Trabalho Serviços,1764,-46.73878,-23.44608,-46.70716,-23.50209
110,116,8,Residência,1764,-46.70716,-23.50209,-46.73878,-23.44608
116,124,4,Educação,1755,-46.71419,-23.42291,-46.67024,-23.47392
124,116,8,Residência,1755,-46.67024,-23.47392,-46.71419,-23.42291
116,122,4,Educação,1755,-46.71021,-23.45221,-46.69943,-23.4598
126,116,8,Residência,1755,-46.69516,-23.48525,-46.71021,-23.45221
116,141,10,Assuntos Pessoais,1755,-46.73504,-23.43895,-46.66995,-23.47444
116,116,4,Educação,1755,-46.73504,-23.43895,-46.73892,-23.44154
116,116,8,Residência,1755,-46.7322,-23.43808,-46.73593,-23.43821
116,116,4,Educação,1755,-46.73593,-23.43821,-46.73564,-23.44447
116,118,2,Trabalho Comércio,1755,-46.71216,-23.43082,-46.78465,-23.41845
118,116,8,Residência,1755,-46.78465,-23.41845,-46.71216,-23.43082
116,116,8,Residência,1755,-46.72222,-23.44758,-46.70944,-23.44726
116,119,3,Trabalho Serviços,1755,-46.72678,-23.43248,-46.732,-23.41524
116,116,3,Trabalho Serviços,1755,-46.72678,-23.43248,-46.72729,-23.43355
347,116,8,Residência,1755,-46.79694,-23.35062,-46.72678,-23.43248
116,126,3,Trabalho Serviços,1755,-46.71242,-23.43876,-46.69159,-23.48354
116,116,4,Educação,1755,-46.73571,-23.43597,-46.73667,-23.43698
116,116,8,Residência,1755,-46.73667,-23.43698,-46.73571,-23.43597
116,116,8,Residência,1755,-46.71668,-23.44474,-46.7129,-23.4427
116,116,4,Educação,1755,-46.71668,-23.44642,-46.71611,-23.45151
116,116,8,Residência,1755,-46.71611,-23.45151,-46.71668,-23.44642
116,27,3,Trabalho Serviços,1755,-46.70944,-23.44726,-46.64373,-23.57055
27,116,8,Residência,1755,-46.64373,-23.57055,-46.70944,-23.44726
115,116,8,Residência,1755,-46.75462,-23.46807,-46.73428,-23.43794
116,116,4,Educação,1755,-46.72931,-23.44661,-46.73698,-23.44708
136,116,8,Residência,1755,-46.65571,-23.51238,-46.70944,-23.44726
250,116,8,Residência,1755,-46.61977,-23.60975,-46.71417,-23.4435
116,74,3,Trabalho Serviços,1755,-46.71417,-23.4435,-46.65136,-23.56593
6,116,8,Residência,1755,-46.63943,-23.54081,-46.73662,-23.4398
116,93,4,Educação,1755,-46.73662,-23.4398,-46.66585,-23.52946
116,96,3,Trabalho Serviços,1755,-46.74523,-23.43871,-46.70801,-23.55416
116,116,8,Residência,1755,-46.7412,-23.43443,-46.74523,-23.43871
116,69,3,Trabalho Serviços,1755,-46.71498,-23.44449,-46.67328,-23.59041
116,116,8,Residência,1755,-46.73805,-23.45253,-46.732,-23.45313
164,116,8,Residência,1755,-46.60352,-23.51908,-46.71738,-23.45065
116,116,4,Educação,1755,-46.71738,-23.45065,-46.7163,-23.45067
116,116,8,Residência,1755,-46.7163,-23.45067,-46.71738,-23.45065
116,116,4,Educação,1755,-46.71738,-23.45065,-46.71623,-23.44576
116,164,1,Trabalho Indústria,1755,-46.71738,-23.45065,-46.60352,-23.51908
116,116,8,Residência,1755,-46.71623,-23.44576,-46.71738,-23.45065
488,116,8,Residência,1755,-46.83439,-23.50432,-46.7328,-23.43825
116,109,6,Saúde,1755,-46.7129,-23.4427,-46.72416,-23.48202
116,138,3,Trabalho Serviços,1755,-46.71551,-23.43855,-46.68826,-23.50794
116,94,3,Trabalho Serviços,1755,-46.72192,-23.43269,-46.68111,-23.5266
116,502,10,Assuntos Pessoais,1755,-46.72608,-23.4284,-46.78484,-23.53919
502,116,8,Residência,1755,-46.78484,-23.53919,-46.72608,-23.4284
116,100,10,Assuntos Pessoais,1755,-46.73607,-23.44791,-46.70174,-23.51918
116,100,10,Assuntos Pessoais,1755,-46.73607,-23.44791,-46.70174,-23.51918
116,115,2,Trabalho Comércio,1755,-46.73116,-23.45134,-46.74724,-23.43834
116,292,9,Procurar Emprego,1755,-46.71458,-23.44431,-46.70926,-23.75427
117,116,8,Residência,1755,-46.79251,-23.42175,-46.72861,-23.43917
167,166,3,Trabalho Serviços,1755,-46.57601,-23.54034,-46.5646,-23.53785
115,116,8,Residência,1755,-46.742,-23.45455,-46.72861,-23.43917
116,167,4,Educação,1755,-46.72861,-23.43917,-46.57601,-23.54034
116,85,3,Trabalho Serviços,1755,-46.73406,-23.43917,-46.66494,-23.53596
85,116,8,Residência,1755,-46.66494,-23.53596,-46.73406,-23.43917
116,116,4,Educação,1755,-46.71495,-23.44629,-46.71484,-23.44406
116,116,8,Residência,1755,-46.72799,-23.43363,-46.71495,-23.44629
116,116,3,Trabalho Serviços,1755,-46.71495,-23.44629,-46.72799,-23.43363
116,98,3,Trabalho Serviços,1755,-46.71495,-23.44629,-46.71491,-23.51025
116,116,4,Educação,1755,-46.72822,-23.44601,-46.72465,-23.44704
116,116,4,Educação,1755,-46.72822,-23.44601,-46.72465,-23.44704
7,116,8,Residência,1755,-46.63782,-23.52723,-46.71495,-23.44629
116,126,2,Trabalho Comércio,1755,-46.73381,-23.4553,-46.6914,-23.48448
126,116,8,Residência,1755,-46.6914,-23.48448,-46.73381,-23.4553
508,116,8,Residência,1755,-46.7759,-23.52763,-46.70987,-23.45026
35,116,8,Residência,1755,-46.64518,-23.53415,-46.7129,-23.4427
116,68,3,Trabalho Serviços,1755,-46.73145,-23.44757,-46.67089,-23.57984
68,116,8,Residência,1755,-46.67089,-23.57984,-46.73145,-23.44757
116,116,4,Educação,1755,-46.73145,-23.44757,-46.73808,-23.45254
116,116,8,Residência,1755,-46.73808,-23.45254,-46.73145,-23.44757
116,116,8,Residência,1755,-46.73473,-23.44231,-46.71388,-23.45123
116,116,4,Educação,1755,-46.71555,-23.4436,-46.71623,-23.44576
116,116,8,Residência,1755,-46.71546,-23.44567,-46.71555,-23.4436
116,116,4,Educação,1755,-46.71555,-23.4436,-46.71546,-23.44567
116,116,8,Residência,1755,-46.71623,-23.44576,-46.71555,-23.4436
345,116,8,Residência,1755,-46.74522,-23.36301,-46.71555,-23.4436
116,112,2,Trabalho Comércio,1755,-46.71555,-23.4436,-46.7554,-23.48418
313,116,8,Residência,1755,-46.76822,-23.65942,-46.7362,-23.43802
74,116,8,Residência,1755,-46.64915,-23.56777,-46.71499,-23.44535
116,31,3,Trabalho Serviços,1755,-46.71462,-23.42941,-46.64893,-23.54267
31,116,8,Residência,1755,-46.64893,-23.54267,-46.71462,-23.42941
116,109,3,Trabalho Serviços,1755,-46.71462,-23.42941,-46.71771,-23.482
116,16,3,Trabalho Serviços,1755,-46.72924,-23.45071,-46.61598,-23.54784
16,116,8,Residência,1755,-46.61598,-23.54784,-46.72924,-23.45071
116,109,1,Trabalho Indústria,1755,-46.71954,-23.45715,-46.72687,-23.48702
116,115,3,Trabalho Serviços,1755,-46.73579,-23.44628,-46.73867,-23.45523
115,116,8,Residência,1755,-46.73867,-23.45523,-46.73579,-23.44628
116,488,1,Trabalho Indústria,1755,-46.73579,-23.44628,-46.83439,-23.50432
116,116,8,Residência,1755,-46.72399,-23.4327,-46.73048,-23.43874
116,116,4,Educação,1755,-46.73048,-23.43874,-46.72399,-23.4327
116,116,8,Residência,1755,-46.72399,-23.4327,-46.73048,-23.43874
116,330,3,Trabalho Serviços,1755,-46.70987,-23.45026,-46.73553,-23.59098
119,117,8,Residência,1755,-46.76448,-23.40833,-46.79243,-23.4396
117,339,3,Trabalho Serviços,1755,-46.79243,-23.4396,-46.73448,-23.55357
339,117,8,Residência,1755,-46.73448,-23.55357,-46.79243,-23.4396
117,117,8,Residência,1755,-46.79407,-23.45023,-46.79002,-23.44215
166,93,4,Educação,1755,-46.56625,-23.54018,-46.66329,-23.53083
117,31,3,Trabalho Serviços,1755,-46.79272,-23.43988,-46.64899,-23.54265
117,138,1,Trabalho Indústria,1755,-46.79272,-23.43988,-46.67349,-23.50991
138,117,8,Residência,1755,-46.67349,-23.50991,-46.79272,-23.43988
117,117,4,Educação,1755,-46.7915,-23.43658,-46.79339,-23.42956
117,117,8,Residência,1755,-46.79339,-23.42956,-46.7915,-23.43658
117,348,4,Educação,1755,-46.7915,-23.43658,-46.82827,-23.34455
117,6,3,Trabalho Serviços,1755,-46.7915,-23.43658,-46.63798,-23.54
113,117,8,Residência,1755,-46.73833,-23.51543,-46.79926,-23.4455
117,1,3,Trabalho Serviços,1755,-46.79926,-23.4455,-46.63419,-23.55054
1,117,8,Residência,1755,-46.63419,-23.55054,-46.79926,-23.4455
117,1,3,Trabalho Serviços,1755,-46.79926,-23.4455,-46.63419,-23.55054
117,117,4,Educação,1755,-46.79267,-23.428,-46.79316,-23.4299
117,106,2,Trabalho Comércio,1755,-46.79564,-23.42637,-46.72999,-23.53962
428,117,8,Residência,1755,-46.57449,-23.60161,-46.79564,-23.42637
117,117,8,Residência,1755,-46.79627,-23.44576,-46.80043,-23.44504
117,103,2,Trabalho Comércio,1755,-46.78806,-23.43691,-46.72188,-23.51998
117,508,3,Trabalho Serviços,1755,-46.79255,-23.45377,-46.77165,-23.52532
117,98,3,Trabalho Serviços,1755,-46.79255,-23.45377,-46.71938,-23.51567
98,117,8,Residência,1755,-46.71938,-23.51567,-46.79255,-23.45377
117,117,3,Trabalho Serviços,1755,-46.7921,-23.44056,-46.79359,-23.44062
117,117,8,Residência,1755,-46.79359,-23.44062,-46.7921,-23.44056
73,117,8,Residência,1755,-46.68955,-23.59088,-46.80122,-23.44123
117,100,3,Trabalho Serviços,1755,-46.80274,-23.43634,-46.69676,-23.52525
117,91,1,Trabalho Indústria,1755,-46.80274,-23.43634,-46.67154,-23.52004
91,117,8,Residência,1755,-46.67154,-23.52004,-46.80274,-23.43634
117,117,4,Educação,1755,-46.79937,-23.4451,-46.80067,-23.44442
117,117,8,Residência,1755,-46.80067,-23.44442,-46.79937,-23.4451
117,117,4,Educação,1755,-46.79937,-23.4451,-46.80067,-23.44442
117,167,6,Saúde,1755,-46.79089,-23.43568,-46.57728,-23.54427
167,117,8,Residência,1755,-46.57728,-23.54427,-46.79089,-23.43568
117,117,4,Educação,1755,-46.79089,-23.43568,-46.79339,-23.42956
167,117,8,Residência,1755,-46.57728,-23.54427,-46.79089,-23.43568
117,117,8,Residência,1755,-46.7938,-23.43053,-46.79078,-23.45334
117,117,10,Assuntos Pessoais,1755,-46.78997,-23.44064,-46.79629,-23.44859
117,22,3,Trabalho Serviços,1755,-46.78997,-23.44064,-46.63246,-23.56379
100,117,8,Residência,1755,-46.70276,-23.51913,-46.78997,-23.44064
117,18,3,Trabalho Serviços,1755,-46.80512,-23.43827,-46.61979,-23.55739
117,502,3,Trabalho Serviços,1755,-46.80512,-23.43827,-46.79383,-23.53282
117,115,3,Trabalho Serviços,1755,-46.80258,-23.43813,-46.7406,-23.45514
115,117,8,Residência,1755,-46.7406,-23.45514,-46.80258,-23.43813
116,117,8,Residência,1755,-46.71981,-23.43407,-46.79313,-23.44057
117,117,6,Saúde,1755,-46.80078,-23.4452,-46.78698,-23.43325
117,117,4,Educação,1755,-46.80078,-23.4452,-46.79044,-23.44634
83,77,3,Trabalho Serviços,1755,-46.69405,-23.55033,-46.6701,-23.55456
117,83,4,Educação,2174,-46.79206,-23.45299,-46.69406,-23.55034
83,117,8,Residência,2174,-46.69406,-23.55034,-46.79206,-23.45299
499,117,4,Educação,1755,-46.77964,-23.53147,-46.79639,-23.44743
117,117,8,Residência,1755,-46.79639,-23.44743,-46.79974,-23.44891
117,117,4,Educação,2217,-46.79974,-23.44891,-46.79644,-23.44745
117,117,8,Residência,2217,-46.79644,-23.44745,-46.79974,-23.44891
117,138,3,Trabalho Serviços,1755,-46.80938,-23.43861,-46.67761,-23.50816
117,103,3,Trabalho Serviços,1755,-46.80502,-23.43775,-46.71978,-23.51985
103,117,8,Residência,1755,-46.71978,-23.51985,-46.80502,-23.43775
117,117,3,Trabalho Serviços,1755,-46.78804,-23.44954,-46.79635,-23.44601
117,112,3,Trabalho Serviços,1755,-46.79345,-23.45297,-46.76377,-23.48548
117,117,6,Saúde,1755,-46.78687,-23.44093,-46.79502,-23.44241
117,117,8,Residência,1755,-46.79502,-23.44241,-46.78687,-23.44093
117,117,8,Residência,1755,-46.78714,-23.43964,-46.78687,-23.44093
117,117,8,Residência,1755,-46.78705,-23.43967,-46.78687,-23.44093
118,57,3,Trabalho Serviços,1755,-46.77196,-23.43509,-46.6501,-23.57855
118,118,8,Residência,1755,-46.77478,-23.43589,-46.77196,-23.43509
118,118,8,Residência,1755,-46.77276,-23.43105,-46.77152,-23.43827
100,118,8,Residência,1755,-46.70591,-23.51994,-46.77237,-23.43569
118,100,5,Compras,1755,-46.78621,-23.44279,-46.70303,-23.52137
118,117,3,Trabalho Serviços,1755,-46.77732,-23.43323,-46.7929,-23.42219
118,117,4,Educação,1755,-46.77732,-23.43323,-46.78848,-23.4354
112,118,8,Residência,1755,-46.7534,-23.47887,-46.77322,-23.43654
118,118,8,Residência,1755,-46.77478,-23.43589,-46.77322,-23.43654
118,118,4,Educação,1755,-46.77206,-23.43875,-46.77432,-23.43662
330,118,8,Residência,1755,-46.72018,-23.59794,-46.77857,-23.43959
118,124,4,Educação,1755,-46.78125,-23.43604,-46.67898,-23.467
118,117,4,Educação,1755,-46.78579,-23.43101,-46.79339,-23.42956
117,118,8,Residência,1755,-46.79339,-23.42956,-46.78579,-23.43101
29,118,8,Residência,1755,-46.65461,-23.55851,-46.78579,-23.43101
119,119,8,Residência,1755,-46.75789,-23.40961,-46.75348,-23.41129
119,119,8,Residência,1755,-46.74358,-23.40913,-46.75348,-23.41129
119,119,8,Residência,1755,-46.75538,-23.40673,-46.75856,-23.41048
119,119,8,Residência,1755,-46.75538,-23.40673,-46.75856,-23.41048
1,119,8,Residência,1755,-46.63498,-23.54599,-46.75856,-23.41048
119,119,4,Educação,1755,-46.75856,-23.41048,-46.75538,-23.40673
6,119,8,Residência,1755,-46.63698,-23.53555,-46.76578,-23.40416
119,119,4,Educação,1755,-46.73673,-23.4071,-46.74002,-23.40201
119,119,8,Residência,1755,-46.74002,-23.40201,-46.73673,-23.4071
119,119,8,Residência,1755,-46.74358,-23.40913,-46.74531,-23.41624
117,119,8,Residência,1755,-46.79292,-23.42205,-46.75047,-23.39829
119,117,1,Trabalho Indústria,1755,-46.75047,-23.39829,-46.79292,-23.42205
117,119,8,Residência,1755,-46.79292,-23.42205,-46.75047,-23.39829
119,86,3,Trabalho Serviços,1755,-46.75235,-23.39805,-46.67617,-23.54661
119,119,4,Educação,1755,-46.74831,-23.40952,-46.75054,-23.40661
119,119,8,Residência,1755,-46.75054,-23.40661,-46.74831,-23.40952
117,119,8,Residência,1755,-46.7902,-23.44251,-46.73872,-23.41264
119,119,4,Educação,1755,-46.73872,-23.41264,-46.74117,-23.40832
119,119,8,Residência,1755,-46.74117,-23.40832,-46.73872,-23.41264
119,119,4,Educação,1755,-46.73872,-23.41264,-46.74117,-23.40832
119,93,10,Assuntos Pessoais,1755,-46.74644,-23.41036,-46.66595,-23.52811
93,119,8,Residência,1755,-46.66595,-23.52811,-46.74644,-23.41036
119,119,4,Educação,1755,-46.74587,-23.41103,-46.75021,-23.40684
119,119,8,Residência,1755,-46.75021,-23.40684,-46.74587,-23.41103
119,119,4,Educação,1755,-46.74587,-23.41103,-46.75021,-23.40684
1,119,8,Residência,1755,-46.6323,-23.54861,-46.74587,-23.41103
119,1,3,Trabalho Serviços,1755,-46.74587,-23.41103,-46.6323,-23.54861
119,119,4,Educação,1755,-46.74587,-23.41103,-46.75021,-23.40684
119,119,4,Educação,1755,-46.74569,-23.4166,-46.7457,-23.41723
119,119,4,Educação,1755,-46.75432,-23.41733,-46.75028,-23.40695
119,119,8,Residência,1755,-46.75028,-23.40695,-46.75432,-23.41733
119,119,3,Trabalho Serviços,1755,-46.74397,-23.40849,-46.75224,-23.4028
345,119,8,Residência,1755,-46.71604,-23.38545,-46.76604,-23.40667
99,119,8,Residência,1755,-46.69264,-23.51238,-46.75008,-23.4161
119,99,3,Trabalho Serviços,1755,-46.75008,-23.4161,-46.69264,-23.51238
119,4,3,Trabalho Serviços,1755,-46.75008,-23.4161,-46.63888,-23.55467
14,119,8,Residência,1755,-46.61406,-23.53998,-46.74342,-23.41188
119,348,3,Trabalho Serviços,1755,-46.76409,-23.40969,-46.83997,-23.33703
92,119,8,Residência,1755,-46.66533,-23.52414,-46.74811,-23.41446
119,119,2,Trabalho Comércio,1755,-46.74811,-23.41446,-46.75531,-23.41342
119,119,8,Residência,1755,-46.75531,-23.41342,-46.74811,-23.41446
119,14,2,Trabalho Comércio,1755,-46.74739,-23.41517,-46.61259,-23.53755
119,119,4,Educação,1755,-46.73429,-23.41075,-46.73962,-23.40962
119,119,8,Residência,1755,-46.74412,-23.40476,-46.76374,-23.40749
119,119,4,Educação,1755,-46.76374,-23.40749,-46.74412,-23.40476
119,119,4,Educação,1755,-46.76374,-23.40749,-46.74412,-23.40476
119,119,8,Residência,1755,-46.74412,-23.40476,-46.76374,-23.40749
119,119,2,Trabalho Comércio,1755,-46.75052,-23.40984,-46.75527,-23.41003
119,58,3,Trabalho Serviços,1755,-46.75221,-23.41958,-46.63051,-23.60853
58,119,8,Residência,1755,-46.63051,-23.60853,-46.75221,-23.41958
119,486,3,Trabalho Serviços,1755,-46.74856,-23.41298,-46.87719,-23.51044
119,27,3,Trabalho Serviços,1755,-46.74856,-23.41298,-46.64635,-23.56821
119,119,4,Educação,1755,-46.74646,-23.41036,-46.75931,-23.40539
119,119,8,Residência,1755,-46.74117,-23.40832,-46.73872,-23.41264
119,119,8,Residência,1755,-46.73933,-23.40525,-46.73872,-23.41264
119,109,3,Trabalho Serviços,1755,-46.73638,-23.40815,-46.72604,-23.48847
109,119,8,Residência,1755,-46.72604,-23.48847,-46.73638,-23.40815
119,119,4,Educação,1755,-46.73638,-23.40815,-46.73961,-23.40241
119,113,3,Trabalho Serviços,1755,-46.73638,-23.40815,-46.7483,-23.51934
119,141,6,Saúde,1821,-46.75311,-23.41795,-46.65907,-23.47692
141,119,8,Residência,1821,-46.65907,-23.47692,-46.75311,-23.41795
133,119,8,Residência,1755,-46.62599,-23.49403,-46.74673,-23.41547
119,71,3,Trabalho Serviços,1755,-46.75499,-23.41517,-46.68458,-23.6118
71,119,8,Residência,1755,-46.68458,-23.6118,-46.75499,-23.41517
119,119,4,Educação,1755,-46.75063,-23.41811,-46.75228,-23.40988
5,119,8,Residência,1755,-46.64459,-23.54737,-46.75063,-23.41811
119,119,4,Educação,1755,-46.75063,-23.41811,-46.75228,-23.40988
119,119,8,Residência,1755,-46.75228,-23.40988,-46.75063,-23.41811
119,100,2,Trabalho Comércio,2340,-46.75137,-23.42182,-46.70436,-23.5278
100,119,8,Residência,2340,-46.70436,-23.5278,-46.75137,-23.42182
119,348,3,Trabalho Serviços,1755,-46.76565,-23.40944,-46.83454,-23.33853
119,119,4,Educação,1755,-46.73623,-23.40919,-46.73731,-23.40919
119,119,8,Residência,1755,-46.73731,-23.40919,-46.73623,-23.40919
352,121,8,Residência,1755,-46.72416,-23.3275,-46.69642,-23.44905
121,51,3,Trabalho Serviços,1755,-46.69801,-23.44889,-46.62698,-23.58571
51,100,4,Educação,1755,-46.62698,-23.58571,-46.69159,-23.52803
100,121,8,Residência,1755,-46.69159,-23.52803,-46.69801,-23.44889
121,121,4,Educação,1755,-46.68463,-23.45762,-46.68425,-23.45535
123,121,8,Residência,1755,-46.68695,-23.45907,-46.68463,-23.45762
121,124,5,Compras,1755,-46.70221,-23.44725,-46.67694,-23.4697
124,121,8,Residência,1755,-46.67694,-23.4697,-46.70221,-23.44725
121,124,10,Assuntos Pessoais,1755,-46.70221,-23.44725,-46.67927,-23.46579
121,144,3,Trabalho Serviços,1755,-46.68355,-23.45137,-46.63003,-23.47219
121,129,3,Trabalho Serviços,1755,-46.69035,-23.45291,-46.62731,-23.50255
129,121,8,Residência,1755,-46.62731,-23.50255,-46.69035,-23.45291
70,121,8,Residência,1755,-46.68259,-23.59608,-46.68607,-23.45067
121,116,4,Educação,1755,-46.68607,-23.45067,-46.72059,-23.44314
121,43,6,Saúde,1755,-46.68206,-23.46036,-46.60038,-23.54723
121,103,3,Trabalho Serviços,1755,-46.698,-23.4504,-46.71124,-23.52372
121,121,8,Residência,1755,-46.67647,-23.45866,-46.698,-23.4504
121,121,1,Trabalho Indústria,1755,-46.68361,-23.45741,-46.68387,-23.45839
121,121,8,Residência,1755,-46.68387,-23.45839,-46.68361,-23.45741
121,121,4,Educação,1755,-46.68361,-23.45741,-46.68483,-23.45567
121,121,8,Residência,1755,-46.68425,-23.45535,-46.68089,-23.45601
36,121,8,Residência,1755,-46.65709,-23.53373,-46.68765,-23.45093
210,121,8,Residência,1755,-46.56005,-23.56187,-46.68765,-23.45093
134,121,8,Residência,1755,-46.63934,-23.49562,-46.67504,-23.45895
139,121,8,Residência,1755,-46.68751,-23.503,-46.69557,-23.45172
121,127,2,Trabalho Comércio,1755,-46.69557,-23.45172,-46.6983,-23.49866
121,100,5,Compras,1755,-46.68621,-23.45243,-46.7041,-23.5199
121,121,4,Educação,1755,-46.68111,-23.45742,-46.68159,-23.458
127,121,8,Residência,1755,-46.70424,-23.5063,-46.67691,-23.45099
36,167,11,Refeição,1755,-46.65531,-23.53352,-46.57625,-23.54244
36,251,3,Trabalho Serviços,1755,-46.65531,-23.53352,-46.62062,-23.59596
121,144,3,Trabalho Serviços,1755,-46.69184,-23.44741,-46.64505,-23.48142
79,121,8,Residência,1755,-46.6566,-23.56153,-46.69184,-23.44741
110,121,8,Residência,1755,-46.71899,-23.50321,-46.68564,-23.45841
121,127,3,Trabalho Serviços,1755,-46.69557,-23.45172,-46.68828,-23.50343
127,121,8,Residência,1755,-46.68828,-23.50343,-46.69557,-23.45172
121,121,4,Educação,1755,-46.67724,-23.45724,-46.67615,-23.45565
121,121,4,Educação,1755,-46.67724,-23.45724,-46.67792,-23.45905
121,121,4,Educação,1755,-46.67724,-23.45724,-46.67792,-23.45905
121,121,4,Educação,1755,-46.67724,-23.45724,-46.67615,-23.45565
121,100,1,Trabalho Indústria,1755,-46.69936,-23.4469,-46.70079,-23.5281
100,121,8,Residência,1755,-46.70079,-23.5281,-46.69936,-23.4469
121,13,2,Trabalho Comércio,1755,-46.69932,-23.44739,-46.62026,-23.53807
121,144,3,Trabalho Serviços,1755,-46.68054,-23.45601,-46.64494,-23.47331
121,144,3,Trabalho Serviços,1755,-46.68054,-23.45601,-46.64494,-23.47331
144,121,8,Residência,1755,-46.64494,-23.47331,-46.68054,-23.45601
126,121,8,Residência,1755,-46.68563,-23.48219,-46.68972,-23.44771
121,121,8,Residência,1755,-46.69745,-23.44571,-46.68972,-23.44771
121,28,3,Trabalho Serviços,1755,-46.68437,-23.45654,-46.65136,-23.56549
121,121,4,Educação,1755,-46.67818,-23.45842,-46.67792,-23.45905
121,121,8,Residência,1755,-46.67792,-23.45905,-46.67818,-23.45842
121,121,8,Residência,1755,-46.67792,-23.45905,-46.67818,-23.45842
121,102,10,Assuntos Pessoais,1755,-46.68216,-23.45456,-46.70961,-23.52752
121,102,10,Assuntos Pessoais,1755,-46.68216,-23.45456,-46.70961,-23.52752
102,121,8,Residência,1755,-46.70961,-23.52752,-46.68216,-23.45456
121,121,8,Residência,1755,-46.68425,-23.45535,-46.68216,-23.45456
121,35,7,Lazer,1755,-46.68203,-23.46089,-46.64343,-23.53088
136,136,11,Refeição,1755,-46.66604,-23.51128,-46.66605,-23.50778
121,121,4,Educação,1755,-46.69048,-23.45217,-46.68506,-23.45271
121,121,8,Residência,1755,-46.68506,-23.45271,-46.69048,-23.45217
121,121,4,Educação,1755,-46.6981,-23.45037,-46.69678,-23.44694
121,121,4,Educação,1755,-46.70241,-23.44589,-46.70369,-23.44602
121,129,3,Trabalho Serviços,1755,-46.69139,-23.44898,-46.61653,-23.50192
129,121,8,Residência,1755,-46.61653,-23.50192,-46.69139,-23.44898
121,127,4,Educação,1755,-46.68219,-23.46107,-46.6979,-23.49988
127,121,8,Residência,1755,-46.6979,-23.49988,-46.68219,-23.46107
161,121,8,Residência,1755,-46.56204,-23.51994,-46.68008,-23.45138
141,121,8,Residência,1755,-46.65397,-23.47357,-46.68008,-23.45138
121,124,6,Saúde,1755,-46.68008,-23.45138,-46.67343,-23.46167
124,121,8,Residência,1755,-46.67343,-23.46167,-46.68008,-23.45138
121,161,6,Saúde,1755,-46.68008,-23.45138,-46.56204,-23.51994
122,319,4,Educação,1755,-46.70085,-23.46103,-46.70441,-23.61351
94,122,8,Residência,1755,-46.68173,-23.52567,-46.70156,-23.45559
122,91,4,Educação,1755,-46.71492,-23.46144,-46.68448,-23.5168
122,127,3,Trabalho Serviços,1755,-46.71097,-23.46135,-46.69296,-23.49845
