origin_zone,dest_zone,motive,motive_name,trips,o_lon,o_lat,d_lon,d_lat
4,79,6,Saúde,1755,-46.64238,-23.55207,-46.66637,-23.55736
128,4,8,Residência,1755,-46.62623,-23.5063,-46.64101,-23.54961
4,208,10,Assuntos Pessoais,1755,-46.64115,-23.55325,-46.54738,-23.55253
4,340,11,Refeição,1755,-46.64384,-23.5486,-46.72516,-23.55457
26,4,3,Trabalho Serviços,1755,-46.64468,-23.55523,-46.64724,-23.54786
26,4,8,Residência,1755,-46.64407,-23.56027,-46.63922,-23.55405
23,4,8,Residência,1755,-46.63988,-23.5666,-46.63922,-23.55405
4,4,8,Residência,1755,-46.63944,-23.55384,-46.64027,-23.5532
166,4,8,Residência,1755,-46.56244,-23.54092,-46.63958,-23.54862
4,166,4,Educação,1755,-46.63958,-23.54862,-46.5618,-23.54242
4,5,10,Assuntos Pessoais,1755,-46.64212,-23.55081,-46.64108,-23.54604
5,4,8,Residência,1755,-46.64108,-23.54604,-46.64212,-23.55081
4,87,10,Assuntos Pessoais,1755,-46.64212,-23.55081,-46.68697,-23.54105
87,4,8,Residência,1755,-46.68697,-23.54105,-46.64212,-23.55081
88,4,8,Residência,1755,-46.67676,-23.53275,-46.64248,-23.54814
4,26,6,Saúde,1755,-46.63994,-23.55425,-46.64186,-23.55591
4,4,8,Residência,1755,-46.6402,-23.55385,-46.63994,-23.55425
4,4,4,Educação,1755,-46.63994,-23.55425,-46.6402,-23.55385
4,4,8,Residência,1755,-46.64148,-23.551,-46.64124,-23.54859
369,371,11,Refeição,1755,-46.54823,-23.46564,-46.55065,-23.46465
369,4,8,Residência,1755,-46.54823,-23.46564,-46.64298,-23.55239
4,4,8,Residência,1755,-46.64733,-23.54768,-46.64621,-23.54828
500,500,3,Trabalho Serviços,1755,-46.76637,-23.54146,-46.76945,-23.53991
5,3,10,Assuntos Pessoais,1755,-46.6438,-23.54482,-46.63378,-23.55265
4,2,5,Compras,1755,-46.63958,-23.54862,-46.63209,-23.54237
2,4,8,Residência,1755,-46.63209,-23.54237,-46.63958,-23.54862
4,82,3,Trabalho Serviços,1755,-46.64488,-23.55196,-46.69031,-23.5678
82,82,11,Refeição,1755,-46.69031,-23.5678,-46.69387,-23.5622
95,4,8,Residência,1755,-46.69379,-23.54583,-46.64488,-23.55196
4,92,2,Trabalho Comércio,1755,-46.64067,-23.55206,-46.66433,-23.52203
92,92,11,Refeição,1755,-46.66433,-23.52203,-46.66055,-23.52263
5,93,10,Assuntos Pessoais,1755,-46.64564,-23.54673,-46.66745,-23.52549
5,25,3,Trabalho Serviços,1755,-46.64238,-23.54432,-46.64859,-23.55408
5,31,4,Educação,1755,-46.64397,-23.54633,-46.65349,-23.54985
5,5,2,Trabalho Comércio,1755,-46.64428,-23.54133,-46.64533,-23.54042
5,31,3,Trabalho Serviços,1755,-46.6463,-23.54551,-46.65619,-23.5527
31,5,8,Residência,1755,-46.65349,-23.54985,-46.64614,-23.54179
5,167,10,Assuntos Pessoais,1755,-46.64554,-23.53948,-46.57601,-23.54034
107,5,8,Residência,1755,-46.72613,-23.52868,-46.63914,-23.54656
5,5,8,Residência,1755,-46.64279,-23.54755,-46.64326,-23.54579
6,82,6,Saúde,1755,-46.64194,-23.53679,-46.69381,-23.56738
6,35,4,Educação,1755,-46.64194,-23.53679,-46.6426,-23.53124
35,6,8,Residência,1755,-46.64872,-23.54165,-46.64214,-23.54022
6,1,3,Trabalho Serviços,1755,-46.63537,-23.54053,-46.63617,-23.54748
6,5,2,Trabalho Comércio,1755,-46.64288,-23.53766,-46.64555,-23.54536
5,6,8,Residência,1755,-46.64555,-23.54536,-46.64288,-23.53766
32,6,8,Residência,1755,-46.65915,-23.55884,-46.63591,-23.53612
2,6,8,Residência,1755,-46.63089,-23.54774,-46.63725,-23.53943
6,6,3,Trabalho Serviços,1755,-46.64135,-23.53973,-46.64047,-23.54063
2,1,11,Refeição,1755,-46.63353,-23.54563,-46.63443,-23.54661
6,35,3,Trabalho Serviços,1755,-46.64133,-23.54154,-46.65174,-23.53687
6,6,3,Trabalho Serviços,1755,-46.63883,-23.54004,-46.63882,-23.53882
6,35,3,Trabalho Serviços,1755,-46.63998,-23.53564,-46.64311,-23.53671
6,18,3,Trabalho Serviços,1755,-46.64442,-23.53859,-46.61495,-23.55871
18,133,11,Refeição,1755,-46.61495,-23.55871,-46.62814,-23.5023
133,18,3,Trabalho Serviços,1755,-46.62814,-23.5023,-46.61495,-23.55871
6,6,2,Trabalho Comércio,1755,-46.64191,-23.5396,-46.6386,-23.53912
134,279,3,Trabalho Serviços,1755,-46.63252,-23.49041,-46.65037,-23.6837
6,35,3,Trabalho Serviços,1755,-46.64167,-23.53605,-46.64326,-23.53206
35,6,8,Residência,1755,-46.64326,-23.53206,-46.64167,-23.53605
6,134,4,Educação,1755,-46.64167,-23.53605,-46.63252,-23.49041
134,6,8,Residência,1755,-46.63252,-23.49041,-46.64167,-23.53605
35,6,8,Residência,1755,-46.64515,-23.52887,-46.64005,-23.53556
25,7,8,Residência,1755,-46.64675,-23.55601,-46.63126,-23.53526
7,341,6,Saúde,1755,-46.6361,-23.52828,-46.70776,-23.57636
7,1,4,Educação,1755,-46.63126,-23.53526,-46.63614,-23.54801
1,7,8,Residência,1755,-46.63614,-23.54801,-46.63126,-23.53526
7,7,8,Residência,1755,-46.63307,-23.53439,-46.63209,-23.53543
7,5,5,Compras,1755,-46.63673,-23.52847,-46.63887,-23.54611
5,7,8,Residência,1755,-46.63887,-23.54611,-46.63673,-23.52847
7,7,8,Residência,1755,-46.63648,-23.5277,-46.63503,-23.52861
298,7,8,Residência,1755,-46.73736,-23.79259,-46.63103,-23.53564
6,7,8,Residência,1755,-46.63455,-23.53772,-46.63103,-23.53564
7,7,5,Compras,1755,-46.62767,-23.53092,-46.63249,-23.53232
7,7,8,Residência,1755,-46.63249,-23.53232,-46.62767,-23.53092
303,340,4,Educação,1755,-46.68971,-23.64856,-46.72578,-23.55845
340,7,8,Residência,1755,-46.72578,-23.55845,-46.63689,-23.52936
43,7,8,Residência,1755,-46.59431,-23.54789,-46.63158,-23.53561
2,7,8,Residência,1755,-46.63134,-23.54684,-46.63103,-23.53564
7,7,10,Assuntos Pessoais,1755,-46.63882,-23.52695,-46.63191,-23.53087
7,7,8,Residência,1755,-46.63777,-23.52557,-46.63526,-23.52835
62,7,8,Residência,1755,-46.64921,-23.59203,-46.63103,-23.53564
36,7,8,Residência,1755,-46.65325,-23.53255,-46.62757,-23.53591
8,8,8,Residência,1755,-46.65082,-23.5225,-46.64128,-23.52077
8,8,4,Educação,1755,-46.64976,-23.52421,-46.65082,-23.5225
8,113,3,Trabalho Serviços,1755,-46.65148,-23.52123,-46.76011,-23.50304
9,8,8,Residência,1755,-46.62614,-23.52603,-46.64128,-23.52077
91,8,8,Residência,1755,-46.6793,-23.51404,-46.64128,-23.52077
9,8,8,Residência,1755,-46.63124,-23.52863,-46.65017,-23.521
8,8,8,Residência,1755,-46.64305,-23.5262,-46.65017,-23.521
42,8,8,Residência,1755,-46.60849,-23.53736,-46.65017,-23.521
8,8,4,Educação,1755,-46.65148,-23.52123,-46.65082,-23.5225
74,9,8,Residência,1755,-46.6541,-23.56926,-46.63424,-23.52787
7,9,8,Residência,1755,-46.63496,-23.53175,-46.63463,-23.52775
9,56,4,Educação,1755,-46.62914,-23.5225,-46.64715,-23.58817
93,9,8,Residência,1755,-46.66447,-23.52857,-46.62947,-23.52248
9,76,3,Trabalho Serviços,1755,-46.63418,-23.52788,-46.66427,-23.57283
7,9,8,Residência,1755,-46.63425,-23.53019,-46.63418,-23.52788
71,71,11,Refeição,1755,-46.68597,-23.61626,-46.69053,-23.60976
11,12,6,Saúde,1755,-46.60893,-23.5254,-46.61778,-23.52851
13,11,8,Residência,1755,-46.62022,-23.53791,-46.60893,-23.5254
12,5,7,Lazer,1755,-46.62459,-23.53353,-46.6435,-23.54211
6,12,8,Residência,1755,-46.63662,-23.54043,-46.62295,-23.53306
12,12,3,Trabalho Serviços,1755,-46.61522,-23.52975,-46.61493,-23.52966
12,6,3,Trabalho Serviços,1755,-46.62459,-23.53353,-46.63785,-23.53866
12,12,3,Trabalho Serviços,1755,-46.62407,-23.53091,-46.62056,-23.53271
12,14,4,Educação,1755,-46.61705,-23.53528,-46.61271,-23.53746
12,12,3,Trabalho Serviços,1755,-46.61341,-23.52604,-46.61338,-23.52558
12,12,8,Residência,1755,-46.61338,-23.52558,-46.61341,-23.52604
12,12,8,Residência,1755,-46.62243,-23.52914,-46.61341,-23.52604
12,2,2,Trabalho Comércio,1755,-46.61824,-23.52708,-46.63073,-23.5412
68,12,8,Residência,1755,-46.68623,-23.59131,-46.61404,-23.52645
43,14,8,Residência,1755,-46.59778,-23.55131,-46.6137,-23.54101
14,41,4,Educação,1755,-46.61039,-23.53942,-46.60576,-23.54215
14,14,8,Residência,1755,-46.61271,-23.53746,-46.61171,-23.53955
12,14,8,Residência,1755,-46.62056,-23.53273,-46.61451,-23.53946
14,29,3,Trabalho Serviços,1755,-46.61192,-23.53428,-46.65263,-23.55355
218,15,8,Residência,1755,-46.49172,-23.55228,-46.60778,-23.54447
15,13,2,Trabalho Comércio,1755,-46.60932,-23.54513,-46.62164,-23.53658
15,221,2,Trabalho Comércio,1755,-46.61284,-23.54548,-46.5085,-23.56315
15,12,4,Educação,1755,-46.61014,-23.54058,-46.61075,-23.52848
41,15,8,Residência,1755,-46.60334,-23.53996,-46.61203,-23.54472
15,15,8,Residência,1755,-46.60602,-23.54424,-46.60809,-23.54177
15,66,3,Trabalho Serviços,1755,-46.60855,-23.54539,-46.66324,-23.61057
15,152,3,Trabalho Serviços,1755,-46.60855,-23.54539,-46.60781,-23.48901
44,167,4,Educação,1755,-46.59386,-23.55713,-46.57284,-23.54591
16,340,4,Educação,1755,-46.62308,-23.55002,-46.72041,-23.55862
16,5,3,Trabalho Serviços,1755,-46.62195,-23.55016,-46.63943,-23.54698
45,16,8,Residência,1755,-46.60391,-23.55505,-46.61757,-23.54672
16,16,8,Residência,1755,-46.62173,-23.54624,-46.62112,-23.54667
16,16,1,Trabalho Indústria,1755,-46.62112,-23.54667,-46.62173,-23.54624
16,16,8,Residência,1755,-46.62173,-23.54624,-46.62112,-23.54667
16,69,3,Trabalho Serviços,1755,-46.62008,-23.54972,-46.67328,-23.59041
16,144,2,Trabalho Comércio,1755,-46.61303,-23.55417,-46.62917,-23.48128
16,172,10,Assuntos Pessoais,1755,-46.61896,-23.54875,-46.52145,-23.51843
172,16,8,Residência,1755,-46.52145,-23.51843,-46.61896,-23.54875
48,16,8,Residência,1755,-46.58315,-23.55442,-46.62453,-23.55282
16,12,3,Trabalho Serviços,1755,-46.62359,-23.5485,-46.61598,-23.53179
12,16,8,Residência,1755,-46.61598,-23.53179,-46.61928,-23.54467
16,45,5,Compras,1755,-46.62008,-23.54972,-46.60211,-23.55417
16,18,4,Educação,1755,-46.62008,-23.54972,-46.61541,-23.56111
15,16,8,Residência,1755,-46.61522,-23.54217,-46.62195,-23.55016
16,16,4,Educação,1755,-46.62195,-23.55016,-46.62175,-23.55333
16,210,3,Trabalho Serviços,1755,-46.62008,-23.54972,-46.56573,-23.55883
16,178,4,Educação,1755,-46.62229,-23.5497,-46.49961,-23.48207
32,16,8,Residência,1755,-46.65921,-23.55171,-46.62359,-23.5485
16,168,3,Trabalho Serviços,1755,-46.61955,-23.54782,-46.57524,-23.53858
16,16,2,Trabalho Comércio,1755,-46.62305,-23.5473,-46.62311,-23.54737
78,16,8,Residência,1755,-46.66768,-23.56723,-46.61734,-23.55236
16,72,2,Trabalho Comércio,1755,-46.6227,-23.54777,-46.69596,-23.62355
72,23,4,Educação,1755,-46.69596,-23.62355,-46.6383,-23.56411
16,17,8,Residência,1755,-46.62024,-23.54521,-46.62589,-23.54142
5,17,3,Trabalho Serviços,1755,-46.63916,-23.54623,-46.62452,-23.5433
16,17,8,Residência,1755,-46.62015,-23.54791,-46.6254,-23.5446
17,17,4,Educação,1755,-46.62133,-23.54343,-46.62092,-23.54442
17,32,4,Educação,1755,-46.621,-23.54416,-46.65898,-23.55646
17,2,2,Trabalho Comércio,1755,-46.62557,-23.54293,-46.63024,-23.53973
17,17,8,Residência,1755,-46.62475,-23.54377,-46.62465,-23.54394
17,6,2,Trabalho Comércio,1755,-46.621,-23.54416,-46.63968,-23.53764
17,14,2,Trabalho Comércio,1755,-46.61878,-23.54325,-46.61694,-23.54241
17,17,4,Educação,1755,-46.62534,-23.54288,-46.62432,-23.54249
17,2,2,Trabalho Comércio,1755,-46.62432,-23.54249,-46.6327,-23.54433
241,18,8,Residência,1755,-46.60517,-23.57562,-46.60993,-23.56447
74,18,8,Residência,1755,-46.65307,-23.56607,-46.61273,-23.55595
24,18,8,Residência,1755,-46.63523,-23.56411,-46.62035,-23.55814
169,18,8,Residência,1755,-46.56529,-23.53065,-46.61606,-23.56417
18,206,3,Trabalho Serviços,1755,-46.61703,-23.55439,-46.3947,-23.50574
18,12,3,Trabalho Serviços,1755,-46.61955,-23.56255,-46.6208,-23.53353
12,18,8,Residência,1755,-46.6208,-23.53353,-46.61955,-23.56255
18,19,4,Educação,1755,-46.61955,-23.56255,-46.62202,-23.56827
18,64,6,Saúde,1755,-46.61334,-23.55547,-46.6559,-23.61086
18,22,3,Trabalho Serviços,1755,-46.61967,-23.56468,-46.63463,-23.56779
488,487,11,Refeição,1755,-46.8418,-23.50028,-46.84839,-23.49683
18,18,8,Residência,1755,-46.62205,-23.55873,-46.62187,-23.56016
18,18,8,Residência,1755,-46.61453,-23.55691,-46.61448,-23.55723
18,210,2,Trabalho Comércio,1755,-46.62121,-23.55419,-46.56048,-23.56142
18,43,5,Compras,1755,-46.62121,-23.55419,-46.59672,-23.54538
18,18,4,Educação,1755,-46.61872,-23.56394,-46.61511,-23.56122
18,18,3,Trabalho Serviços,1755,-46.61872,-23.56394,-46.61632,-23.56475
18,45,4,Educação,1755,-46.6124,-23.556,-46.60391,-23.55505
18,45,4,Educação,1755,-46.61305,-23.55794,-46.59759,-23.55385
18,45,4,Educação,1755,-46.61305,-23.55794,-46.59759,-23.55385
18,19,3,Trabalho Serviços,1755,-46.6185,-23.56496,-46.61883,-23.56584
14,18,8,Residência,1755,-46.61271,-23.53746,-46.623,-23.55912
12,18,8,Residência,1755,-46.62014,-23.53115,-46.623,-23.55912
170,18,8,Residência,1755,-46.54806,-23.52491,-46.62205,-23.56111
19,140,3,Trabalho Serviços,1755,-46.6163,-23.56717,-46.67607,-23.50238
19,2,2,Trabalho Comércio,1755,-46.61529,-23.57181,-46.63221,-23.54012
2,2,11,Refeição,1755,-46.63221,-23.54012,-46.63212,-23.53826
271,19,8,Residência,1755,-46.65708,-23.6282,-46.62124,-23.57584
19,19,8,Residência,1755,-46.6236,-23.56929,-46.62235,-23.57509
19,12,2,Trabalho Comércio,1755,-46.61943,-23.56579,-46.61156,-23.53092
12,19,8,Residência,1755,-46.61156,-23.53092,-46.61943,-23.56579
19,245,2,Trabalho Comércio,1755,-46.6213,-23.57075,-46.59411,-23.63381
19,19,8,Residência,1755,-46.62202,-23.56827,-46.6213,-23.57075
19,16,3,Trabalho Serviços,1755,-46.62211,-23.56265,-46.61994,-23.55038
19,58,3,Trabalho Serviços,1755,-46.62042,-23.57203,-46.63485,-23.6003
58,19,8,Residência,1755,-46.63485,-23.6003,-46.62042,-23.57203
19,236,3,Trabalho Serviços,1755,-46.62126,-23.5658,-46.60295,-23.58579
69,19,8,Residência,1755,-46.67707,-23.59128,-46.62113,-23.56956
19,19,4,Educação,1755,-46.62321,-23.57648,-46.62354,-23.57456
19,499,1,Trabalho Indústria,1755,-46.62321,-23.57648,-46.78087,-23.53632
57,19,8,Residência,1755,-46.64336,-23.57203,-46.62321,-23.57648
20,20,8,Residência,1755,-46.63142,-23.56472,-46.62575,-23.56503
82,20,8,Residência,1755,-46.69557,-23.56206,-46.6238,-23.56549
20,132,10,Assuntos Pessoais,1755,-46.62573,-23.57096,-46.62943,-23.51278
20,240,3,Trabalho Serviços,1755,-46.62413,-23.57088,-46.61106,-23.57972
24,20,8,Residência,1755,-46.63518,-23.56306,-46.62864,-23.56592
22,20,8,Residência,1755,-46.63261,-23.56209,-46.62864,-23.56592
363,20,8,Residência,1755,-46.53407,-23.47094,-46.62791,-23.56555
20,17,3,Trabalho Serviços,1755,-46.62527,-23.56751,-46.62152,-23.54563
20,49,10,Assuntos Pessoais,1755,-46.62998,-23.56412,-46.64084,-23.57598
20,168,3,Trabalho Serviços,1755,-46.62998,-23.56412,-46.57515,-23.53595
168,20,8,Residência,1755,-46.57515,-23.53595,-46.62998,-23.56412
20,20,3,Trabalho Serviços,1755,-46.62533,-23.56483,-46.62698,-23.56419
20,20,3,Trabalho Serviços,1755,-46.62533,-23.56483,-46.62698,-23.56419
20,20,8,Residência,1755,-46.62698,-23.56419,-46.62533,-23.56483
20,24,4,Educação,1755,-46.62533,-23.56483,-46.6358,-23.56144
1,20,8,Residência,1755,-46.63569,-23.54829,-46.62569,-23.57097
20,56,4,Educação,1755,-46.62569,-23.57097,-46.64143,-23.58066
56,20,8,Residência,1755,-46.64143,-23.58066,-46.62569,-23.57097
20,5,10,Assuntos Pessoais,1755,-46.62307,-23.56575,-46.64067,-23.5433
20,20,4,Educação,1755,-46.62798,-23.56573,-46.63035,-23.56464
20,12,2,Trabalho Comércio,1755,-46.62808,-23.55781,-46.62082,-23.53359
340,20,8,Residência,1755,-46.72226,-23.56309,-46.62615,-23.57063
20,50,7,Lazer,1755,-46.6271,-23.56954,-46.62564,-23.58169
20,20,8,Residência,1755,-46.63104,-23.56564,-46.62948,-23.56708
20,20,4,Educação,1755,-46.62948,-23.56708,-46.63104,-23.56564
20,6,3,Trabalho Serviços,1755,-46.62948,-23.56708,-46.63487,-23.5384
6,20,8,Residência,1755,-46.63487,-23.5384,-46.62948,-23.56708
27,20,8,Residência,1755,-46.64379,-23.56947,-46.62948,-23.56708
20,21,4,Educação,1755,-46.62564,-23.57118,-46.62526,-23.57708
20,19,3,Trabalho Serviços,1755,-46.62891,-23.56167,-46.62364,-23.56957
302,20,8,Residência,1755,-46.68285,-23.63196,-46.6294,-23.56105
21,34,4,Educação,1755,-46.63098,-23.56841,-46.66268,-23.54459
21,21,8,Residência,1755,-46.63028,-23.57158,-46.63133,-23.57421
21,21,4,Educação,1755,-46.62917,-23.57652,-46.62975,-23.57636
21,21,8,Residência,1755,-46.62975,-23.57636,-46.62499,-23.57535
21,101,4,Educação,1755,-46.63393,-23.5732,-46.69194,-23.52815
21,3,3,Trabalho Serviços,1755,-46.63156,-23.5655,-46.63377,-23.55268
21,21,8,Residência,1755,-46.6285,-23.57188,-46.63351,-23.57474
294,21,8,Residência,1755,-46.66952,-23.74251,-46.62904,-23.56798
21,21,8,Residência,1755,-46.63107,-23.5729,-46.62933,-23.5696
21,21,8,Residência,1755,-46.63267,-23.56907,-46.62831,-23.56884
45,21,8,Residência,1755,-46.59029,-23.58015,-46.63541,-23.57297
21,250,3,Trabalho Serviços,1755,-46.63321,-23.57064,-46.62042,-23.61335
250,21,8,Residência,1755,-46.62042,-23.61335,-46.63321,-23.57064
21,21,4,Educação,1755,-46.63738,-23.57292,-46.63398,-23.57054
21,61,3,Trabalho Serviços,1755,-46.6343,-23.5717,-46.63676,-23.60272
21,3,1,Trabalho Indústria,1755,-46.62567,-23.57404,-46.63504,-23.55358
21,301,3,Trabalho Serviços,1755,-46.6332,-23.56989,-46.70901,-23.62917
21,66,2,Trabalho Comércio,1755,-46.63351,-23.57267,-46.66639,-23.61138
21,23,6,Saúde,1755,-46.63351,-23.57267,-46.63904,-23.56661
21,49,10,Assuntos Pessoais,1755,-46.63217,-23.57234,-46.63686,-23.58209
170,21,8,Residência,1755,-46.5548,-23.5278,-46.63457,-23.57314
21,29,3,Trabalho Serviços,1755,-46.63322,-23.57017,-46.65813,-23.55823
21,74,3,Trabalho Serviços,1755,-46.63322,-23.57017,-46.65546,-23.56412
74,21,8,Residência,1755,-46.65488,-23.56303,-46.63322,-23.57017
22,138,3,Trabalho Serviços,1755,-46.63159,-23.56399,-46.67092,-23.51038
5,22,8,Residência,1755,-46.64268,-23.54664,-46.63748,-23.57051
22,54,3,Trabalho Serviços,1755,-46.63528,-23.56729,-46.64218,-23.59574
69,22,8,Residência,1755,-46.68101,-23.59188,-46.6359,-23.56727
24,22,8,Residência,1755,-46.63295,-23.55994,-46.63419,-23.56732
22,81,3,Trabalho Serviços,1755,-46.63383,-23.56844,-46.68959,-23.57325
22,28,3,Trabalho Serviços,1755,-46.63706,-23.57203,-46.64966,-23.56692
22,29,3,Trabalho Serviços,1755,-46.63546,-23.57034,-46.65186,-23.55956
22,51,4,Educação,1755,-46.63529,-23.57055,-46.63034,-23.59268
1,22,8,Residência,1755,-46.63391,-23.55105,-46.63434,-23.56765
49,22,8,Residência,1755,-46.63885,-23.5766,-46.63529,-23.57055
251,22,8,Residência,1755,-46.61631,-23.60584,-46.635,-23.56905
22,29,3,Trabalho Serviços,1755,-46.635,-23.56905,-46.6545,-23.55517
24,53,10,Assuntos Pessoais,1755,-46.63706,-23.55937,-46.63113,-23.59218
53,24,8,Residência,1755,-46.63113,-23.59218,-46.63706,-23.55937
24,24,3,Trabalho Serviços,1755,-46.63494,-23.55869,-46.63647,-23.55942
24,81,3,Trabalho Serviços,1755,-46.63299,-23.55988,-46.68684,-23.57707
24,24,8,Residência,1755,-46.6386,-23.56206,-46.6372,-23.56281
4,5,11,Refeição,1755,-46.64287,-23.54882,-46.63887,-23.54611
73,24,8,Residência,1755,-46.69407,-23.60795,-46.63332,-23.56039
24,22,4,Educação,1755,-46.63385,-23.55811,-46.63261,-23.56209
24,24,4,Educação,1755,-46.63385,-23.55811,-46.63666,-23.55992
3,24,8,Residência,1755,-46.62884,-23.55452,-46.6364,-23.55687
24,24,8,Residência,1755,-46.63224,-23.5591,-46.62991,-23.55706
57,25,8,Residência,1755,-46.6462,-23.57137,-46.65018,-23.5524
25,31,3,Trabalho Serviços,1755,-46.6503,-23.55475,-46.65154,-23.55276
74,25,8,Residência,1755,-46.65472,-23.56315,-46.64762,-23.55274
92,25,8,Residência,1755,-46.66141,-23.52324,-46.64762,-23.55274
25,6,5,Compras,1755,-46.64778,-23.55294,-46.63941,-23.53801
25,95,3,Trabalho Serviços,1755,-46.64778,-23.55294,-46.69349,-23.54596
4,25,8,Residência,1755,-46.64336,-23.55286,-46.64778,-23.55294
25,6,3,Trabalho Serviços,1755,-46.64609,-23.55762,-46.63917,-23.54286
25,76,3,Trabalho Serviços,1755,-46.65048,-23.55426,-46.66265,-23.57092
25,301,3,Trabalho Serviços,1755,-46.6456,-23.5565,-46.6996,-23.62374
340,25,8,Residência,1755,-46.71349,-23.56271,-46.64974,-23.55689
25,31,5,Compras,1755,-46.64882,-23.55374,-46.65036,-23.55216
31,25,8,Residência,1755,-46.64809,-23.54612,-46.64779,-23.55501
25,25,8,Residência,1755,-46.64655,-23.55605,-46.64779,-23.55501
25,31,3,Trabalho Serviços,1755,-46.65176,-23.55304,-46.65666,-23.55116
68,25,8,Residência,1755,-46.68623,-23.59131,-46.64616,-23.55344
27,25,8,Residência,1755,-46.64142,-23.57115,-46.65037,-23.5545
77,25,8,Residência,1755,-46.66818,-23.55743,-46.65185,-23.55309
25,4,7,Lazer,1755,-46.64616,-23.55344,-46.6454,-23.54893
4,25,8,Residência,1755,-46.6454,-23.54893,-46.64616,-23.55344
36,25,8,Residência,1755,-46.66335,-23.53705,-46.6505,-23.55384
25,25,8,Residência,1755,-46.6495,-23.55522,-46.6503,-23.55475
25,26,4,Educação,1755,-46.65172,-23.55301,-46.64553,-23.55491
25,25,8,Residência,1755,-46.64852,-23.5517,-46.64989,-23.55212
25,73,2,Trabalho Comércio,1755,-46.64651,-23.5514,-46.6968,-23.60471
495,5,3,Trabalho Serviços,1755,-46.83542,-23.51852,-46.64262,-23.54399
26,26,8,Residência,1755,-46.64274,-23.55895,-46.64424,-23.56137
26,371,10,Assuntos Pessoais,1755,-46.64263,-23.55839,-46.5473,-23.44341
26,170,10,Assuntos Pessoais,1755,-46.63889,-23.55825,-46.54341,-23.52866
27,26,8,Residência,1755,-46.64214,-23.56844,-46.64034,-23.55691
55,26,8,Residência,1755,-46.6396,-23.59201,-46.64511,-23.5605
4,24,5,Compras,1755,-46.63903,-23.55183,-46.63519,-23.55789
26,341,3,Trabalho Serviços,1755,-46.64272,-23.56015,-46.71473,-23.56943
26,341,3,Trabalho Serviços,1755,-46.64336,-23.5602,-46.70747,-23.56779
26,76,3,Trabalho Serviços,1755,-46.64141,-23.55644,-46.66218,-23.57359
1,26,8,Residência,1755,-46.63128,-23.54935,-46.64272,-23.56138
26,18,4,Educação,1755,-46.64161,-23.56168,-46.62444,-23.55742
18,26,8,Residência,1755,-46.62444,-23.55742,-46.64161,-23.56168
26,18,4,Educação,1755,-46.64161,-23.56168,-46.62444,-23.55742
26,26,3,Trabalho Serviços,1755,-46.64161,-23.56168,-46.64101,-23.55908
18,26,8,Residência,1755,-46.62444,-23.55742,-46.64161,-23.56168
26,49,3,Trabalho Serviços,1755,-46.64217,-23.5558,-46.63925,-23.57754
26,26,8,Residência,1755,-46.6418,-23.55674,-46.64217,-23.5558
26,25,4,Educação,1755,-46.64288,-23.55642,-46.64655,-23.55605
27,121,4,Educação,1755,-46.6426,-23.56457,-46.67982,-23.46255
