origin_zone,dest_zone,motive,motive_name,trips,o_lon,o_lat,d_lon,d_lat
1,35,3,Trabalho Serviços,3563,-46.63192,-23.55239,-46.64081,-23.5331
341,2,8,Residência,3563,-46.70776,-23.57636,-46.6315,-23.54802
2,3,8,Residência,3563,-46.6324,-23.54475,-46.63091,-23.55351
3,3,4,Educação,3563,-46.62896,-23.55311,-46.629,-23.55449
2,3,8,Residência,3563,-46.63207,-23.54237,-46.62823,-23.55291
5,3,8,Residência,3563,-46.63832,-23.54688,-46.63135,-23.55521
31,4,8,Residência,3563,-46.65082,-23.55139,-46.64584,-23.54969
4,429,3,Trabalho Serviços,3563,-46.64303,-23.55084,-46.52828,-23.66334
94,4,8,Residência,3563,-46.68173,-23.52567,-46.64605,-23.55026
319,4,8,Residência,3563,-46.69831,-23.59858,-46.64477,-23.55064
1,4,8,Residência,3563,-46.63648,-23.5469,-46.63833,-23.55088
4,79,6,Saúde,3563,-46.64238,-23.55207,-46.66637,-23.55736
128,4,8,Residência,3563,-46.62623,-23.5063,-46.64101,-23.54961
4,208,10,Assuntos Pessoais,3563,-46.64115,-23.55325,-46.54738,-23.55253
4,340,11,Refeição,3563,-46.64384,-23.5486,-46.72516,-23.55457
26,4,3,Trabalho Serviços,3563,-46.64468,-23.55523,-46.64724,-23.54786
26,4,8,Residência,3563,-46.64407,-23.56027,-46.63922,-23.55405
23,4,8,Residência,3563,-46.63988,-23.5666,-46.63922,-23.55405
4,4,8,Residência,3563,-46.63944,-23.55384,-46.64027,-23.5532
4,166,4,Educação,3563,-46.63958,-23.54862,-46.5618,-23.54242
87,4,8,Residência,3563,-46.68697,-23.54105,-46.64212,-23.55081
88,4,8,Residência,3563,-46.67676,-23.53275,-46.64248,-23.54814
4,4,8,Residência,3563,-46.6402,-23.55385,-46.63994,-23.55425
4,4,4,Educação,3563,-46.63994,-23.55425,-46.6402,-23.55385
4,4,8,Residência,3563,-46.64148,-23.551,-46.64124,-23.54859
369,4,8,Residência,3563,-46.54823,-23.46564,-46.64298,-23.55239
500,500,3,Trabalho Serviços,3563,-46.76637,-23.54146,-46.76945,-23.53991
5,3,10,Assuntos Pessoais,3563,-46.6438,-23.54482,-46.63378,-23.55265
4,2,5,Compras,3563,-46.63958,-23.54862,-46.63209,-23.54237
2,4,8,Residência,3563,-46.63209,-23.54237,-46.63958,-23.54862
82,82,11,Refeição,3563,-46.69031,-23.5678,-46.69387,-23.5622
4,92,2,Trabalho Comércio,3563,-46.64067,-23.55206,-46.66433,-23.52203
92,92,11,Refeição,3563,-46.66433,-23.52203,-46.66055,-23.52263
5,93,10,Assuntos Pessoais,3563,-46.64564,-23.54673,-46.66745,-23.52549
5,25,3,Trabalho Serviços,3563,-46.64238,-23.54432,-46.64859,-23.55408
5,31,4,Educação,3563,-46.64397,-23.54633,-46.65349,-23.54985
5,5,2,Trabalho Comércio,3563,-46.64428,-23.54133,-46.64533,-23.54042
5,31,3,Trabalho Serviços,3563,-46.6463,-23.54551,-46.65619,-23.5527
31,5,8,Residência,3563,-46.65349,-23.54985,-46.64614,-23.54179
5,167,10,Assuntos Pessoais,3563,-46.64554,-23.53948,-46.57601,-23.54034
107,5,8,Residência,3563,-46.72613,-23.52868,-46.63914,-23.54656
6,35,4,Educação,3563,-46.64194,-23.53679,-46.6426,-23.53124
35,6,8,Residência,3563,-46.64872,-23.54165,-46.64214,-23.54022
2,6,8,Residência,3563,-46.63089,-23.54774,-46.63725,-23.53943
6,6,3,Trabalho Serviços,3563,-46.64135,-23.53973,-46.64047,-23.54063
6,18,3,Trabalho Serviços,3563,-46.64442,-23.53859,-46.61495,-23.55871
18,133,11,Refeição,3563,-46.61495,-23.55871,-46.62814,-23.5023
6,6,2,Trabalho Comércio,3563,-46.64191,-23.5396,-46.6386,-23.53912
134,6,8,Residência,3563,-46.63252,-23.49041,-46.64167,-23.53605
35,6,8,Residência,3563,-46.64515,-23.52887,-46.64005,-23.53556
7,7,8,Residência,3563,-46.63648,-23.5277,-46.63503,-23.52861
7,7,5,Compras,3563,-46.62767,-23.53092,-46.63249,-23.53232
340,7,8,Residência,3563,-46.72578,-23.55845,-46.63689,-23.52936
43,7,8,Residência,3563,-46.59431,-23.54789,-46.63158,-23.53561
2,7,8,Residência,3563,-46.63134,-23.54684,-46.63103,-23.53564
62,7,8,Residência,3563,-46.64921,-23.59203,-46.63103,-23.53564
36,7,8,Residência,3563,-46.65325,-23.53255,-46.62757,-23.53591
8,8,8,Residência,3563,-46.65082,-23.5225,-46.64128,-23.52077
8,8,4,Educação,3563,-46.64976,-23.52421,-46.65082,-23.5225
8,113,3,Trabalho Serviços,3563,-46.65148,-23.52123,-46.76011,-23.50304
9,8,8,Residência,3563,-46.63124,-23.52863,-46.65017,-23.521
42,8,8,Residência,3563,-46.60849,-23.53736,-46.65017,-23.521
9,56,4,Educação,3563,-46.62914,-23.5225,-46.64715,-23.58817
9,76,3,Trabalho Serviços,3563,-46.63418,-23.52788,-46.66427,-23.57283
13,11,8,Residência,3563,-46.62022,-23.53791,-46.60893,-23.5254
6,12,8,Residência,3563,-46.63662,-23.54043,-46.62295,-23.53306
12,12,3,Trabalho Serviços,3563,-46.61522,-23.52975,-46.61493,-23.52966
12,6,3,Trabalho Serviços,3563,-46.62459,-23.53353,-46.63785,-23.53866
12,12,3,Trabalho Serviços,3563,-46.62407,-23.53091,-46.62056,-23.53271
12,14,4,Educação,3563,-46.61705,-23.53528,-46.61271,-23.53746
12,12,3,Trabalho Serviços,3563,-46.61341,-23.52604,-46.61338,-23.52558
12,12,8,Residência,3563,-46.62243,-23.52914,-46.61341,-23.52604
68,12,8,Residência,3563,-46.68623,-23.59131,-46.61404,-23.52645
43,14,8,Residência,3563,-46.59778,-23.55131,-46.6137,-23.54101
14,14,8,Residência,3563,-46.61271,-23.53746,-46.61171,-23.53955
218,15,8,Residência,3563,-46.49172,-23.55228,-46.60778,-23.54447
15,13,2,Trabalho Comércio,3563,-46.60932,-23.54513,-46.62164,-23.53658
15,221,2,Trabalho Comércio,3563,-46.61284,-23.54548,-46.5085,-23.56315
41,15,8,Residência,3563,-46.60334,-23.53996,-46.61203,-23.54472
15,66,3,Trabalho Serviços,3563,-46.60855,-23.54539,-46.66324,-23.61057
15,152,3,Trabalho Serviços,3563,-46.60855,-23.54539,-46.60781,-23.48901
16,340,4,Educação,3563,-46.62308,-23.55002,-46.72041,-23.55862
16,5,3,Trabalho Serviços,3563,-46.62195,-23.55016,-46.63943,-23.54698
45,16,8,Residência,3563,-46.60391,-23.55505,-46.61757,-23.54672
16,16,8,Residência,3563,-46.62173,-23.54624,-46.62112,-23.54667
16,16,8,Residência,3563,-46.62173,-23.54624,-46.62112,-23.54667
16,144,2,Trabalho Comércio,3563,-46.61303,-23.55417,-46.62917,-23.48128
16,172,10,Assuntos Pessoais,3563,-46.61896,-23.54875,-46.52145,-23.51843
172,16,8,Residência,3563,-46.52145,-23.51843,-46.61896,-23.54875
16,45,5,Compras,3563,-46.62008,-23.54972,-46.60211,-23.55417
16,18,4,Educação,3563,-46.62008,-23.54972,-46.61541,-23.56111
16,210,3,Trabalho Serviços,3563,-46.62008,-23.54972,-46.56573,-23.55883
16,168,3,Trabalho Serviços,3563,-46.61955,-23.54782,-46.57524,-23.53858
78,16,8,Residência,3563,-46.66768,-23.56723,-46.61734,-23.55236
72,23,4,Educação,3563,-46.69596,-23.62355,-46.6383,-23.56411
16,17,8,Residência,3563,-46.62015,-23.54791,-46.6254,-23.5446
17,32,4,Educação,3563,-46.621,-23.54416,-46.65898,-23.55646
17,2,2,Trabalho Comércio,3563,-46.62557,-23.54293,-46.63024,-23.53973
17,17,8,Residência,3563,-46.62475,-23.54377,-46.62465,-23.54394
17,6,2,Trabalho Comércio,3563,-46.621,-23.54416,-46.63968,-23.53764
17,17,4,Educação,3563,-46.62534,-23.54288,-46.62432,-23.54249
241,18,8,Residência,3563,-46.60517,-23.57562,-46.60993,-23.56447
74,18,8,Residência,3563,-46.65307,-23.56607,-46.61273,-23.55595
24,18,8,Residência,3563,-46.63523,-23.56411,-46.62035,-23.55814
169,18,8,Residência,3563,-46.56529,-23.53065,-46.61606,-23.56417
18,206,3,Trabalho Serviços,3563,-46.61703,-23.55439,-46.3947,-23.50574
18,12,3,Trabalho Serviços,3563,-46.61955,-23.56255,-46.6208,-23.53353
18,19,4,Educação,3563,-46.61955,-23.56255,-46.62202,-23.56827
18,64,6,Saúde,3563,-46.61334,-23.55547,-46.6559,-23.61086
488,487,11,Refeição,3563,-46.8418,-23.50028,-46.84839,-23.49683
18,210,2,Trabalho Comércio,3563,-46.62121,-23.55419,-46.56048,-23.56142
18,43,5,Compras,3563,-46.62121,-23.55419,-46.59672,-23.54538
18,18,3,Trabalho Serviços,3563,-46.61872,-23.56394,-46.61632,-23.56475
18,45,4,Educação,3563,-46.6124,-23.556,-46.60391,-23.55505
18,45,4,Educação,3563,-46.61305,-23.55794,-46.59759,-23.55385
18,19,3,Trabalho Serviços,3563,-46.6185,-23.56496,-46.61883,-23.56584
12,18,8,Residência,3563,-46.62014,-23.53115,-46.623,-23.55912
19,140,3,Trabalho Serviços,3563,-46.6163,-23.56717,-46.67607,-23.50238
19,2,2,Trabalho Comércio,3563,-46.61529,-23.57181,-46.63221,-23.54012
19,19,8,Residência,3563,-46.6236,-23.56929,-46.62235,-23.57509
19,12,2,Trabalho Comércio,3563,-46.61943,-23.56579,-46.61156,-23.53092
12,19,8,Residência,3563,-46.61156,-23.53092,-46.61943,-23.56579
19,245,2,Trabalho Comércio,3563,-46.6213,-23.57075,-46.59411,-23.63381
19,19,8,Residência,3563,-46.62202,-23.56827,-46.6213,-23.57075
19,16,3,Trabalho Serviços,3563,-46.62211,-23.56265,-46.61994,-23.55038
58,19,8,Residência,3563,-46.63485,-23.6003,-46.62042,-23.57203
69,19,8,Residência,3563,-46.67707,-23.59128,-46.62113,-23.56956
19,499,1,Trabalho Indústria,3563,-46.62321,-23.57648,-46.78087,-23.53632
57,19,8,Residência,3563,-46.64336,-23.57203,-46.62321,-23.57648
20,132,10,Assuntos Pessoais,3563,-46.62573,-23.57096,-46.62943,-23.51278
22,20,8,Residência,3563,-46.63261,-23.56209,-46.62864,-23.56592
363,20,8,Residência,3563,-46.53407,-23.47094,-46.62791,-23.56555
20,168,3,Trabalho Serviços,3563,-46.62998,-23.56412,-46.57515,-23.53595
20,20,8,Residência,3563,-46.62698,-23.56419,-46.62533,-23.56483
20,24,4,Educação,3563,-46.62533,-23.56483,-46.6358,-23.56144
56,20,8,Residência,3563,-46.64143,-23.58066,-46.62569,-23.57097
20,20,4,Educação,3563,-46.62798,-23.56573,-46.63035,-23.56464
20,6,3,Trabalho Serviços,3563,-46.62948,-23.56708,-46.63487,-23.5384
20,21,4,Educação,3563,-46.62564,-23.57118,-46.62526,-23.57708
21,34,4,Educação,3563,-46.63098,-23.56841,-46.66268,-23.54459
21,21,8,Residência,3563,-46.6285,-23.57188,-46.63351,-23.57474
294,21,8,Residência,3563,-46.66952,-23.74251,-46.62904,-23.56798
45,21,8,Residência,3563,-46.59029,-23.58015,-46.63541,-23.57297
21,21,4,Educação,3563,-46.63738,-23.57292,-46.63398,-23.57054
21,3,1,Trabalho Indústria,3563,-46.62567,-23.57404,-46.63504,-23.55358
21,301,3,Trabalho Serviços,3563,-46.6332,-23.56989,-46.70901,-23.62917
170,21,8,Residência,3563,-46.5548,-23.5278,-46.63457,-23.57314
74,21,8,Residência,3563,-46.65488,-23.56303,-46.63322,-23.57017
22,138,3,Trabalho Serviços,3563,-46.63159,-23.56399,-46.67092,-23.51038
5,22,8,Residência,3563,-46.64268,-23.54664,-46.63748,-23.57051
24,22,8,Residência,3563,-46.63295,-23.55994,-46.63419,-23.56732
22,81,3,Trabalho Serviços,3563,-46.63383,-23.56844,-46.68959,-23.57325
22,28,3,Trabalho Serviços,3563,-46.63706,-23.57203,-46.64966,-23.56692
22,29,3,Trabalho Serviços,3563,-46.63546,-23.57034,-46.65186,-23.55956
24,53,10,Assuntos Pessoais,3563,-46.63706,-23.55937,-46.63113,-23.59218
53,24,8,Residência,3563,-46.63113,-23.59218,-46.63706,-23.55937
24,24,8,Residência,3563,-46.6386,-23.56206,-46.6372,-23.56281
4,5,11,Refeição,3563,-46.64287,-23.54882,-46.63887,-23.54611
24,22,4,Educação,3563,-46.63385,-23.55811,-46.63261,-23.56209
24,24,4,Educação,3563,-46.63385,-23.55811,-46.63666,-23.55992
24,24,8,Residência,3563,-46.63224,-23.5591,-46.62991,-23.55706
25,31,3,Trabalho Serviços,3563,-46.6503,-23.55475,-46.65154,-23.55276
92,25,8,Residência,3563,-46.66141,-23.52324,-46.64762,-23.55274
25,6,5,Compras,3563,-46.64778,-23.55294,-46.63941,-23.53801
25,95,3,Trabalho Serviços,3563,-46.64778,-23.55294,-46.69349,-23.54596
4,25,8,Residência,3563,-46.64336,-23.55286,-46.64778,-23.55294
25,6,3,Trabalho Serviços,3563,-46.64609,-23.55762,-46.63917,-23.54286
340,25,8,Residência,3563,-46.71349,-23.56271,-46.64974,-23.55689
25,31,3,Trabalho Serviços,3563,-46.65176,-23.55304,-46.65666,-23.55116
27,25,8,Residência,3563,-46.64142,-23.57115,-46.65037,-23.5545
25,4,7,Lazer,3563,-46.64616,-23.55344,-46.6454,-23.54893
25,25,8,Residência,3563,-46.6495,-23.55522,-46.6503,-23.55475
25,26,4,Educação,3563,-46.65172,-23.55301,-46.64553,-23.55491
25,25,8,Residência,3563,-46.64852,-23.5517,-46.64989,-23.55212
25,73,2,Trabalho Comércio,3563,-46.64651,-23.5514,-46.6968,-23.60471
495,5,3,Trabalho Serviços,3563,-46.83542,-23.51852,-46.64262,-23.54399
26,371,10,Assuntos Pessoais,3563,-46.64263,-23.55839,-46.5473,-23.44341
55,26,8,Residência,3563,-46.6396,-23.59201,-46.64511,-23.5605
4,24,5,Compras,3563,-46.63903,-23.55183,-46.63519,-23.55789
26,341,3,Trabalho Serviços,3563,-46.64272,-23.56015,-46.71473,-23.56943
26,341,3,Trabalho Serviços,3563,-46.64336,-23.5602,-46.70747,-23.56779
26,18,4,Educação,3563,-46.64161,-23.56168,-46.62444,-23.55742
18,26,8,Residência,3563,-46.62444,-23.55742,-46.64161,-23.56168
26,26,3,Trabalho Serviços,3563,-46.64161,-23.56168,-46.64101,-23.55908
18,26,8,Residência,3563,-46.62444,-23.55742,-46.64161,-23.56168
26,49,3,Trabalho Serviços,3563,-46.64217,-23.5558,-46.63925,-23.57754
26,26,8,Residência,3563,-46.6418,-23.55674,-46.64217,-23.5558
26,25,4,Educação,3563,-46.64288,-23.55642,-46.64655,-23.55605
27,121,4,Educação,3563,-46.6426,-23.56457,-46.67982,-23.46255
27,66,5,Compras,3563,-46.64864,-23.56277,-46.66794,-23.6099
79,27,8,Residência,3563,-46.65856,-23.56299,-46.64864,-23.56277
27,24,6,Saúde,3563,-46.6486,-23.56203,-46.63647,-23.55942
27,27,4,Educação,3563,-46.64851,-23.56392,-46.64324,-23.56329
27,29,3,Trabalho Serviços,3563,-46.6466,-23.5632,-46.65185,-23.55992
27,55,10,Assuntos Pessoais,3563,-46.64494,-23.5655,-46.63549,-23.58971
28,274,3,Trabalho Serviços,3563,-46.65107,-23.56266,-46.64143,-23.63618
31,28,8,Residência,3563,-46.65244,-23.54894,-46.64952,-23.56395
5,28,8,Residência,3563,-46.64422,-23.54421,-46.65159,-23.55966
29,79,7,Lazer,3563,-46.65377,-23.55488,-46.65778,-23.56161
79,29,8,Residência,3563,-46.65778,-23.56161,-46.65377,-23.55488
29,29,8,Residência,3563,-46.65586,-23.55956,-46.65685,-23.55876
5,29,8,Residência,3563,-46.64341,-23.54499,-46.65565,-23.55696
1,29,8,Residência,3563,-46.633,-23.55241,-46.65542,-23.55851
88,29,8,Residência,3563,-46.68721,-23.53583,-46.65147,-23.55864
29,57,4,Educação,3563,-46.65584,-23.55907,-46.64425,-23.57612
29,55,4,Educação,3563,-46.65252,-23.56126,-46.6408,-23.58981
29,240,3,Trabalho Serviços,3563,-46.65567,-23.5565,-46.61274,-23.57261
240,29,8,Residência,3563,-46.61274,-23.57261,-46.65567,-23.5565
56,29,8,Residência,3563,-46.64245,-23.57876,-46.65542,-23.55851
29,68,7,Lazer,3563,-46.65567,-23.55671,-46.67909,-23.58357
31,30,8,Residência,3563,-46.65314,-23.55076,-46.65998,-23.54852
30,30,8,Residência,3563,-46.65764,-23.54294,-46.6597,-23.54722
30,37,10,Assuntos Pessoais,3563,-46.65981,-23.54698,-46.65634,-23.52296
32,30,8,Residência,3563,-46.66179,-23.55301,-46.65747,-23.54496
30,34,4,Educação,3563,-46.65957,-23.54867,-46.66066,-23.54115
31,30,8,Residência,3563,-46.65244,-23.5469,-46.6577,-23.54966
30,44,4,Educação,3563,-46.65274,-23.54371,-46.58941,-23.55893
48,30,8,Residência,3563,-46.58315,-23.55442,-46.65753,-23.54863
31,525,7,Lazer,3563,-46.65239,-23.55257,-46.95397,-23.52802
31,68,3,Trabalho Serviços,3563,-46.65123,-23.54449,-46.68606,-23.58843
31,79,7,Lazer,3563,-46.65235,-23.55266,-46.66294,-23.55581
31,31,8,Residência,3563,-46.65541,-23.55051,-46.6483,-23.54977
84,31,8,Residência,3563,-46.66973,-23.53958,-46.64824,-23.54456
31,31,8,Residência,3563,-46.6517,-23.54831,-46.65123,-23.54449
31,76,6,Saúde,3563,-46.65389,-23.55133,-46.65769,-23.57563
31,31,8,Residência,3563,-46.65167,-23.54902,-46.65041,-23.545
27,31,8,Residência,3563,-46.64577,-23.56696,-46.65528,-23.55243
31,80,11,Refeição,3563,-46.65029,-23.54416,-46.6819,-23.56201
30,31,8,Residência,3563,-46.65336,-23.54616,-46.64974,-23.5471
31,31,4,Educação,3563,-46.64843,-23.55074,-46.65244,-23.5469
31,31,8,Residência,3563,-46.65244,-23.5469,-46.64843,-23.55074
29,31,8,Residência,3563,-46.65423,-23.55668,-46.65073,-23.54996
68,31,8,Residência,3563,-46.67958,-23.58584,-46.65133,-23.54982
31,75,4,Educação,3563,-46.65,-23.55018,-46.65884,-23.56739
32,330,11,Refeição,3563,-46.65869,-23.55499,-46.72496,-23.58461
78,79,3,Trabalho Serviços,3563,-46.66155,-23.56509,-46.66327,-23.56275
34,34,8,Residência,3563,-46.66075,-23.54115,-46.65871,-23.54148
34,30,5,Compras,3563,-46.6628,-23.53997,-46.65764,-23.54294
30,34,8,Residência,3563,-46.65764,-23.54294,-46.6628,-23.53997
5,35,8,Residência,3563,-46.64491,-23.5473,-46.64941,-23.53366
93,35,8,Residência,3563,-46.66643,-23.52927,-46.64941,-23.53366
36,35,8,Residência,3563,-46.6511,-23.53019,-46.64941,-23.53366
58,35,8,Residência,3563,-46.63758,-23.61052,-46.64967,-23.53434
35,5,2,Trabalho Comércio,3563,-46.64973,-23.54157,-46.64533,-23.54537
35,35,3,Trabalho Serviços,3563,-46.64765,-23.53982,-46.64746,-23.53986
35,35,4,Educação,3563,-46.64643,-23.53851,-46.65128,-23.54155
35,35,4,Educação,3563,-46.64643,-23.53851,-46.65128,-23.54155
35,35,4,Educação,3563,-46.64643,-23.53851,-46.65128,-23.54155
35,26,4,Educação,3563,-46.65154,-23.53388,-46.64194,-23.5563
35,35,3,Trabalho Serviços,3563,-46.64527,-23.53756,-46.64749,-23.53453
35,35,8,Residência,3563,-46.64749,-23.53453,-46.64527,-23.53756
35,80,3,Trabalho Serviços,3563,-46.65278,-23.53787,-46.68167,-23.56078
35,55,3,Trabalho Serviços,3563,-46.64821,-23.53813,-46.63669,-23.58907
35,32,6,Saúde,3563,-46.65276,-23.53741,-46.66069,-23.55185
32,35,8,Residência,3563,-46.66069,-23.55185,-46.65276,-23.53741
77,35,8,Residência,3563,-46.66738,-23.55571,-46.65364,-23.54145
7,35,4,Educação,3563,-46.63425,-23.53019,-46.64308,-23.53231
35,35,4,Educação,3563,-46.64431,-23.53757,-46.64308,-23.53231
35,35,8,Residência,3563,-46.6543,-23.5392,-46.65038,-23.53742
92,35,8,Residência,3563,-46.66648,-23.5239,-46.65149,-23.53743
7,35,8,Residência,3563,-46.63798,-23.52902,-46.65398,-23.53713
35,131,5,Compras,3563,-46.64446,-23.53694,-46.62502,-23.51623
35,20,2,Trabalho Comércio,3563,-46.65125,-23.54052,-46.63153,-23.56319
35,5,10,Assuntos Pessoais,3563,-46.64902,-23.53595,-46.64325,-23.54241
35,348,3,Trabalho Serviços,3563,-46.65496,-23.53927,-46.85145,-23.34596
431,35,8,Residência,3563,-46.55522,-23.66132,-46.65469,-23.53839
30,36,8,Residência,3563,-46.65787,-23.54945,-46.66044,-23.53451
36,36,3,Trabalho Serviços,3563,-46.6586,-23.53421,-46.66259,-23.53539
36,37,3,Trabalho Serviços,3563,-46.64951,-23.52988,-46.65582,-23.52347
36,1,3,Trabalho Serviços,3563,-46.65887,-23.53744,-46.63679,-23.54742
1,1,11,Refeição,3563,-46.63679,-23.54742,-46.63425,-23.54466
36,92,3,Trabalho Serviços,3563,-46.65782,-23.53816,-46.65833,-23.52097
36,35,3,Trabalho Serviços,3563,-46.65061,-23.53085,-46.64965,-23.53258
81,36,8,Residência,3563,-46.68215,-23.57294,-46.65061,-23.53085
32,32,4,Educação,3563,-46.65969,-23.55439,-46.65915,-23.55884
36,31,7,Lazer,3563,-46.6561,-23.53789,-46.65026,-23.54592
36,34,4,Educação,3563,-46.65755,-23.53793,-46.66076,-23.54095
34,36,8,Residência,3563,-46.66076,-23.54095,-46.65755,-23.53793
36,35,4,Educação,3563,-46.65954,-23.53566,-46.6547,-23.54027
36,36,8,Residência,3563,-46.6511,-23.53018,-46.65082,-23.53127
36,36,3,Trabalho Serviços,3563,-46.6576,-23.53695,-46.6568,-23.53569
85,36,8,Residência,3563,-46.66438,-23.54018,-46.65714,-23.54028
57,36,8,Residência,3563,-46.65046,-23.57071,-46.66073,-23.53577
93,36,8,Residência,3563,-46.67211,-23.5271,-46.66148,-23.53807
36,36,4,Educação,3563,-46.65975,-23.53839,-46.65651,-23.53877
36,36,8,Residência,3563,-46.65628,-23.53772,-46.65975,-23.53839
54,36,8,Residência,3563,-46.638,-23.59553,-46.65473,-23.53788
36,30,3,Trabalho Serviços,3563,-46.65882,-23.5373,-46.6573,-23.54468
221,36,8,Residência,3563,-46.50745,-23.56492,-46.65723,-23.54053
100,36,8,Residência,3563,-46.70641,-23.52587,-46.65722,-23.53435
301,36,8,Residência,3563,-46.70242,-23.64417,-46.65864,-23.53551
36,21,3,Trabalho Serviços,3563,-46.65712,-23.5402,-46.63736,-23.5743
37,35,3,Trabalho Serviços,3563,-46.65445,-23.52541,-46.65089,-23.53335
110,37,8,Residência,3563,-46.71983,-23.48809,-46.65048,-23.52721
5,37,8,Residência,3563,-46.63902,-23.5457,-46.64977,-23.52721
37,238,10,Assuntos Pessoais,3563,-46.64977,-23.52721,-46.60998,-23.59656
37,133,4,Educação,3563,-46.65412,-23.51974,-46.63028,-23.50378
11,38,8,Residência,3563,-46.6106,-23.5255,-46.60302,-23.52478
38,38,1,Trabalho Indústria,3563,-46.60474,-23.52738,-46.60071,-23.53391
38,12,2,Trabalho Comércio,3563,-46.60256,-23.53272,-46.61433,-23.5321
69,39,8,Residência,3563,-46.67328,-23.59041,-46.59284,-23.53533
41,39,8,Residência,3563,-46.59403,-23.54083,-46.59358,-23.53582
39,166,4,Educação,3563,-46.59359,-23.53682,-46.56753,-23.54057
1,39,8,Residência,3563,-46.63498,-23.54599,-46.59358,-23.53582
41,39,8,Residência,3563,-46.59492,-23.54042,-46.59358,-23.53635
40,167,4,Educação,3563,-46.58258,-23.55001,-46.57503,-23.5471
40,40,4,Educação,3563,-46.59003,-23.54601,-46.58598,-23.55043
40,40,8,Residência,3563,-46.58598,-23.55043,-46.59003,-23.54601
40,40,8,Residência,3563,-46.58383,-23.54799,-46.58996,-23.54669
45,40,8,Residência,3563,-46.59993,-23.55551,-46.58476,-23.55082
274,40,8,Residência,3563,-46.64294,-23.63949,-46.5836,-23.54975
40,40,4,Educação,3563,-46.59002,-23.54513,-46.58922,-23.54445
40,40,8,Residência,3563,-46.58383,-23.54799,-46.58517,-23.54873
40,40,4,Educação,3563,-46.58517,-23.54873,-46.58383,-23.54799
40,14,2,Trabalho Comércio,3563,-46.58107,-23.55064,-46.6086,-23.53755
73,41,8,Residência,3563,-46.69351,-23.60177,-46.58872,-23.54125
41,2,5,Compras,3563,-46.58427,-23.53632,-46.63257,-23.54327
41,72,3,Trabalho Serviços,3563,-46.59154,-23.53906,-46.69596,-23.62355
94,41,8,Residência,3563,-46.68114,-23.5255,-46.58536,-23.54011
166,41,8,Residência,3563,-46.56851,-23.54236,-46.58936,-23.53878
167,41,8,Residência,3563,-46.57728,-23.54427,-46.59665,-23.53777
41,41,7,Lazer,3563,-46.59555,-23.53843,-46.60039,-23.54082
41,39,5,Compras,3563,-46.59079,-23.54125,-46.5937,-23.53699
41,41,4,Educação,3563,-46.58469,-23.53976,-46.59403,-23.54083
301,41,8,Residência,3563,-46.69717,-23.62275,-46.59219,-23.53983
41,169,4,Educação,3563,-46.59219,-23.53983,-46.55998,-23.53595
41,38,3,Trabalho Serviços,3563,-46.59153,-23.54105,-46.60861,-23.52983
221,41,8,Residência,3563,-46.5066,-23.56333,-46.5957,-23.53757
41,166,3,Trabalho Serviços,3563,-46.5957,-23.53757,-46.56527,-23.54236
41,5,3,Trabalho Serviços,3563,-46.59219,-23.53983,-46.63902,-23.54755
42,15,2,Trabalho Comércio,3563,-46.60913,-23.53099,-46.61564,-23.54264
42,14,4,Educação,3563,-46.6054,-23.53811,-46.61271,-23.53746
42,41,3,Trabalho Serviços,3563,-46.60472,-23.53863,-46.60354,-23.53857
1,43,8,Residência,3563,-46.63466,-23.54541,-46.59519,-23.54611
45,43,8,Residência,3563,-46.60732,-23.55739,-46.59232,-23.55134
82,43,8,Residência,3563,-46.69225,-23.56907,-46.58852,-23.55519
254,43,8,Residência,3563,-46.58663,-23.58007,-46.58852,-23.55519
45,43,8,Residência,3563,-46.59289,-23.57681,-46.58852,-23.55519
43,429,10,Assuntos Pessoais,3563,-46.59548,-23.54976,-46.53166,-23.65958
43,43,8,Residência,3563,-46.58984,-23.55148,-46.59548,-23.54976
43,426,4,Educação,3563,-46.59548,-23.54976,-46.57427,-23.64794
41,43,8,Residência,3563,-46.60706,-23.54255,-46.59548,-23.54976
43,378,1,Trabalho Indústria,3563,-46.59555,-23.55194,-46.39352,-23.42982
43,43,4,Educação,3563,-46.58876,-23.55852,-46.58846,-23.55499
43,43,8,Residência,3563,-46.59277,-23.54937,-46.59527,-23.55228
43,45,4,Educação,3563,-46.58852,-23.55519,-46.59792,-23.55505
43,43,4,Educação,3563,-46.59527,-23.55228,-46.59808,-23.55139
45,43,8,Residência,3563,-46.6037,-23.55738,-46.59527,-23.55228
61,61,3,Trabalho Serviços,3563,-46.63845,-23.61041,-46.63884,-23.61079
44,13,2,Trabalho Comércio,3563,-46.59214,-23.55968,-46.62035,-23.53792
44,44,8,Residência,3563,-46.58906,-23.55927,-46.58966,-23.56066
168,44,8,Residência,3563,-46.57644,-23.53852,-46.59652,-23.55932
44,1,3,Trabalho Serviços,3563,-46.59511,-23.56018,-46.63594,-23.54763
44,44,8,Residência,3563,-46.58832,-23.56238,-46.58858,-23.56305
254,45,8,Residência,3563,-46.58527,-23.58021,-46.60479,-23.56247
254,45,8,Residência,3563,-46.58527,-23.58021,-46.60479,-23.56247
73,45,8,Residência,3563,-46.68936,-23.59266,-46.59552,-23.55618
45,45,4,Educação,3563,-46.59833,-23.5674,-46.59703,-23.55617
45,45,2,Trabalho Comércio,3563,-46.59833,-23.5674,-46.59392,-23.58069
