origin_zone,dest_zone,motive,motive_name,trips,o_lon,o_lat,d_lon,d_lat
19,45,10,Assuntos Pessoais,606,-46.61821,-23.5711,-46.60217,-23.55314
3,5,2,Trabalho Comércio,606,-46.63088,-23.55388,-46.63993,-23.5439
3,5,3,Trabalho Serviços,606,-46.63088,-23.55388,-46.64,-23.54383
3,3,8,Residência,606,-46.629,-23.55449,-46.63088,-23.55388
13,3,8,Residência,606,-46.62026,-23.53807,-46.6288,-23.55444
3,426,7,Lazer,606,-46.63233,-23.55546,-46.57557,-23.64412
79,3,8,Residência,606,-46.65993,-23.55859,-46.6288,-23.55444
3,80,2,Trabalho Comércio,606,-46.63007,-23.55352,-46.6806,-23.56459
3,3,4,Educação,1097,-46.62896,-23.55311,-46.629,-23.55449
3,3,8,Residência,1097,-46.629,-23.55449,-46.62896,-23.55311
3,97,3,Trabalho Serviços,606,-46.6288,-23.55444,-46.71122,-23.53567
23,3,8,Residência,606,-46.63996,-23.57113,-46.63189,-23.55512
3,398,3,Trabalho Serviços,606,-46.62935,-23.55329,-46.34262,-23.52526
398,3,8,Residência,606,-46.34262,-23.52526,-46.62935,-23.55329
2,3,8,Residência,606,-46.63207,-23.54237,-46.62823,-23.55291
3,5,11,Refeição,606,-46.63135,-23.55521,-46.63832,-23.54688
5,3,8,Residência,606,-46.63832,-23.54688,-46.63135,-23.55521
4,57,2,Trabalho Comércio,704,-46.64109,-23.55526,-46.64796,-23.56869
57,79,10,Assuntos Pessoais,704,-46.64796,-23.56869,-46.65993,-23.55859
79,4,8,Residência,704,-46.65993,-23.55859,-46.64109,-23.55526
4,43,10,Assuntos Pessoais,681,-46.64165,-23.54876,-46.60497,-23.54954
43,4,8,Residência,681,-46.60497,-23.54954,-46.64165,-23.54876
83,31,7,Lazer,606,-46.69133,-23.55807,-46.65082,-23.55139
4,83,10,Assuntos Pessoais,606,-46.64584,-23.54969,-46.69133,-23.55807
31,4,8,Residência,606,-46.65082,-23.55139,-46.64584,-23.54969
4,429,3,Trabalho Serviços,606,-46.64303,-23.55084,-46.52828,-23.66334
429,4,8,Residência,606,-46.52828,-23.66334,-46.64303,-23.55084
68,4,8,Residência,606,-46.68423,-23.58261,-46.64101,-23.54961
4,4,11,Refeição,606,-46.64324,-23.5539,-46.64511,-23.55036
84,4,8,Residência,606,-46.67019,-23.53754,-46.64324,-23.5539
4,29,10,Assuntos Pessoais,606,-46.64324,-23.5539,-46.65215,-23.55766
29,4,8,Residência,606,-46.65215,-23.55766,-46.64324,-23.5539
4,4,11,Refeição,606,-46.64324,-23.5539,-46.64511,-23.55036
4,4,8,Residência,606,-46.64511,-23.55036,-46.64324,-23.5539
4,94,7,Lazer,648,-46.64605,-23.55026,-46.68173,-23.52567
94,4,8,Residência,614,-46.68173,-23.52567,-46.64605,-23.55026
4,319,3,Trabalho Serviços,606,-46.64477,-23.55064,-46.69831,-23.59858
319,4,8,Residência,606,-46.69831,-23.59858,-46.64477,-23.55064
4,4,2,Trabalho Comércio,606,-46.64477,-23.55064,-46.64545,-23.54788
4,4,8,Residência,606,-46.64545,-23.54788,-46.64477,-23.55064
4,4,2,Trabalho Comércio,606,-46.64477,-23.55064,-46.64545,-23.54788
4,4,8,Residência,606,-46.64545,-23.54788,-46.64477,-23.55064
4,31,7,Lazer,895,-46.64605,-23.55026,-46.64956,-23.55187
31,4,8,Residência,895,-46.64956,-23.55187,-46.64605,-23.55026
4,1,3,Trabalho Serviços,606,-46.63833,-23.55088,-46.63648,-23.5469
1,4,8,Residência,606,-46.63648,-23.5469,-46.63833,-23.55088
4,4,4,Educação,606,-46.63833,-23.55088,-46.6402,-23.55385
4,4,8,Residência,606,-46.6402,-23.55385,-46.63833,-23.55088
4,79,6,Saúde,606,-46.64238,-23.55207,-46.66637,-23.55736
79,4,8,Residência,606,-46.66637,-23.55736,-46.64238,-23.55207
128,4,8,Residência,606,-46.62623,-23.5063,-46.64101,-23.54961
4,4,8,Residência,606,-46.64454,-23.55141,-46.64101,-23.54961
4,29,2,Trabalho Comércio,606,-46.64101,-23.54961,-46.65263,-23.55355
29,4,8,Residência,606,-46.65263,-23.55355,-46.64101,-23.54961
4,51,3,Trabalho Serviços,606,-46.63919,-23.55482,-46.62397,-23.59349
51,26,10,Assuntos Pessoais,606,-46.62397,-23.59349,-46.64427,-23.55846
4,208,10,Assuntos Pessoais,614,-46.64115,-23.55325,-46.54738,-23.55253
208,4,8,Residência,614,-46.54738,-23.55253,-46.64115,-23.55325
4,340,11,Refeição,606,-46.64384,-23.5486,-46.72516,-23.55457
340,340,3,Trabalho Serviços,606,-46.72516,-23.55457,-46.72073,-23.56051
4,1,4,Educação,606,-46.64384,-23.5486,-46.63693,-23.5498
26,4,3,Trabalho Serviços,606,-46.64468,-23.55523,-46.64724,-23.54786
4,26,2,Trabalho Comércio,606,-46.63922,-23.55405,-46.64407,-23.56027
26,4,8,Residência,606,-46.64407,-23.56027,-46.63922,-23.55405
4,23,3,Trabalho Serviços,606,-46.63922,-23.55405,-46.63988,-23.5666
23,4,8,Residência,606,-46.63988,-23.5666,-46.63922,-23.55405
4,26,3,Trabalho Serviços,606,-46.63922,-23.55405,-46.64214,-23.55549
4,26,3,Trabalho Serviços,606,-46.63922,-23.55405,-46.64214,-23.55549
26,4,8,Residência,606,-46.64214,-23.55549,-46.63922,-23.55405
4,80,3,Trabalho Serviços,606,-46.64322,-23.55412,-46.68282,-23.56317
4,4,8,Residência,606,-46.63944,-23.55384,-46.64027,-23.5532
4,166,4,Educação,606,-46.63958,-23.54862,-46.5618,-23.54242
166,166,3,Trabalho Serviços,606,-46.5618,-23.54242,-46.56246,-23.54088
166,166,4,Educação,606,-46.56246,-23.54088,-46.5618,-23.54242
166,4,8,Residência,606,-46.56244,-23.54092,-46.63958,-23.54862
4,166,4,Educação,606,-46.63958,-23.54862,-46.5618,-23.54242
4,4,5,Compras,606,-46.64027,-23.5532,-46.64016,-23.55521
4,4,8,Residência,606,-46.64016,-23.55521,-46.64027,-23.5532
4,43,10,Assuntos Pessoais,606,-46.64021,-23.55221,-46.61178,-23.55114
4,5,10,Assuntos Pessoais,1179,-46.64212,-23.55081,-46.64108,-23.54604
5,4,8,Residência,1179,-46.64108,-23.54604,-46.64212,-23.55081
4,87,10,Assuntos Pessoais,1179,-46.64212,-23.55081,-46.68697,-23.54105
87,4,8,Residência,1179,-46.68697,-23.54105,-46.64212,-23.55081
4,265,3,Trabalho Serviços,606,-46.64447,-23.55035,-46.49222,-23.58783
4,17,3,Trabalho Serviços,606,-46.64447,-23.55035,-46.62397,-23.54547
17,1,11,Refeição,606,-46.62397,-23.54547,-46.6303,-23.55162
1,17,3,Trabalho Serviços,606,-46.6303,-23.55162,-46.62397,-23.54547
17,4,8,Residência,606,-46.62397,-23.54547,-46.64447,-23.55035
4,88,3,Trabalho Serviços,704,-46.64248,-23.54814,-46.67676,-23.53275
88,4,8,Residência,743,-46.67676,-23.53275,-46.64248,-23.54814
4,4,4,Educação,606,-46.63994,-23.55425,-46.6402,-23.55385
4,26,6,Saúde,606,-46.63994,-23.55425,-46.64186,-23.55591
4,4,4,Educação,606,-46.63994,-23.55425,-46.6402,-23.55385
4,4,8,Residência,606,-46.6402,-23.55385,-46.63994,-23.55425
4,302,2,Trabalho Comércio,606,-46.63994,-23.55425,-46.6926,-23.63295
302,4,8,Residência,606,-46.6926,-23.63295,-46.63994,-23.55425
4,4,4,Educação,606,-46.63994,-23.55425,-46.6402,-23.55385
4,4,8,Residência,606,-46.64148,-23.551,-46.64124,-23.54859
4,369,3,Trabalho Serviços,1020,-46.64298,-23.55239,-46.54823,-23.46564
369,371,11,Refeição,1020,-46.54823,-23.46564,-46.55065,-23.46465
369,369,3,Trabalho Serviços,1020,-46.55159,-23.46448,-46.54823,-23.46564
369,4,8,Residência,1020,-46.54823,-23.46564,-46.64298,-23.55239
4,4,2,Trabalho Comércio,681,-46.64621,-23.54828,-46.64733,-23.54768
4,4,8,Residência,681,-46.64733,-23.54768,-46.64621,-23.54828
26,4,8,Residência,606,-46.64186,-23.55591,-46.63923,-23.55203
4,4,10,Assuntos Pessoais,606,-46.64038,-23.55467,-46.63903,-23.55183
500,500,3,Trabalho Serviços,606,-46.76637,-23.54146,-46.76945,-23.53991
500,4,8,Residência,606,-46.76945,-23.53991,-46.64576,-23.54803
5,3,10,Assuntos Pessoais,606,-46.6438,-23.54482,-46.63378,-23.55265
4,2,5,Compras,606,-46.63958,-23.54862,-46.63209,-23.54237
2,4,8,Residência,606,-46.63209,-23.54237,-46.63958,-23.54862
4,4,4,Educação,606,-46.64209,-23.5529,-46.64336,-23.55286
4,4,3,Trabalho Serviços,606,-46.64336,-23.55286,-46.64338,-23.55145
4,4,8,Residência,606,-46.64336,-23.55286,-46.64209,-23.5529
4,82,3,Trabalho Serviços,606,-46.64488,-23.55196,-46.69031,-23.5678
82,82,11,Refeição,606,-46.69031,-23.5678,-46.69387,-23.5622
82,95,7,Lazer,606,-46.69387,-23.5622,-46.69379,-23.54583
95,4,8,Residência,606,-46.69379,-23.54583,-46.64488,-23.55196
4,92,2,Trabalho Comércio,606,-46.64067,-23.55206,-46.66433,-23.52203
92,92,11,Refeição,606,-46.66433,-23.52203,-46.66055,-23.52263
5,4,8,Residência,606,-46.64613,-23.54707,-46.64605,-23.55026
4,25,10,Assuntos Pessoais,606,-46.64099,-23.54921,-46.64805,-23.55503
4,2,5,Compras,606,-46.64099,-23.54921,-46.63095,-23.54187
5,93,10,Assuntos Pessoais,606,-46.64564,-23.54673,-46.66745,-23.52549
5,5,8,Residência,606,-46.64083,-23.54665,-46.64447,-23.54386
25,5,8,Residência,606,-46.64859,-23.55408,-46.64238,-23.54432
5,25,3,Trabalho Serviços,606,-46.64238,-23.54432,-46.64859,-23.55408
331,5,8,Residência,606,-46.74274,-23.59265,-46.64003,-23.54613
5,31,4,Educação,606,-46.64397,-23.54633,-46.65349,-23.54985
5,2,10,Assuntos Pessoais,606,-46.64444,-23.54652,-46.63365,-23.5442
32,5,8,Residência,606,-46.65964,-23.55842,-46.64593,-23.54462
5,5,2,Trabalho Comércio,606,-46.64428,-23.54133,-46.64533,-23.54042
5,29,5,Compras,606,-46.64391,-23.54525,-46.65263,-23.55355
5,5,8,Residência,606,-46.6462,-23.5395,-46.64611,-23.54046
5,31,3,Trabalho Serviços,606,-46.6463,-23.54551,-46.65619,-23.5527
31,5,8,Residência,606,-46.65619,-23.5527,-46.6463,-23.54551
5,301,2,Trabalho Comércio,606,-46.6463,-23.54551,-46.69717,-23.62275
31,5,8,Residência,606,-46.65349,-23.54985,-46.64614,-23.54179
5,32,3,Trabalho Serviços,958,-46.64721,-23.54539,-46.66183,-23.55643
32,5,8,Residência,958,-46.66183,-23.55643,-46.64721,-23.54539
5,167,10,Assuntos Pessoais,606,-46.64554,-23.53948,-46.57601,-23.54034
275,5,8,Residência,606,-46.63889,-23.64852,-46.64598,-23.54533
5,356,4,Educação,606,-46.64598,-23.54533,-46.74948,-23.28021
5,456,3,Trabalho Serviços,606,-46.64244,-23.54481,-46.55639,-23.70937
456,5,8,Residência,606,-46.55639,-23.70937,-46.64244,-23.54481
301,5,8,Residência,606,-46.69955,-23.62155,-46.64429,-23.5429
5,5,8,Residência,606,-46.64495,-23.53983,-46.64458,-23.53991
5,5,3,Trabalho Serviços,606,-46.64745,-23.54458,-46.64436,-23.54293
5,29,3,Trabalho Serviços,606,-46.64444,-23.54652,-46.65263,-23.55355
5,5,8,Residência,606,-46.64564,-23.5409,-46.64238,-23.54432
5,5,8,Residência,606,-46.64562,-23.54087,-46.64238,-23.54432
5,5,8,Residência,606,-46.64705,-23.5446,-46.64742,-23.54458
62,5,8,Residência,606,-46.65805,-23.58148,-46.64316,-23.54621
107,5,8,Residência,606,-46.72613,-23.52868,-46.63914,-23.54656
5,5,8,Residência,606,-46.64279,-23.54755,-46.64326,-23.54579
62,5,8,Residência,606,-46.65214,-23.58569,-46.64326,-23.54579
5,5,3,Trabalho Serviços,606,-46.64326,-23.54579,-46.643,-23.54658
5,5,3,Trabalho Serviços,606,-46.64444,-23.54652,-46.64164,-23.54554
5,5,8,Residência,606,-46.64164,-23.54554,-46.64444,-23.54652
5,54,3,Trabalho Serviços,606,-46.64298,-23.54622,-46.64385,-23.5969
5,5,8,Residência,606,-46.64331,-23.54508,-46.64308,-23.54576
35,6,8,Residência,606,-46.64637,-23.53139,-46.64142,-23.54054
6,6,2,Trabalho Comércio,606,-46.64042,-23.54067,-46.64425,-23.53789
6,82,6,Saúde,606,-46.64194,-23.53679,-46.69381,-23.56738
82,6,8,Residência,606,-46.69381,-23.56738,-46.64194,-23.53679
6,35,4,Educação,606,-46.64194,-23.53679,-46.6426,-23.53124
18,6,8,Residência,606,-46.62164,-23.56207,-46.64238,-23.53685
6,5,3,Trabalho Serviços,606,-46.64066,-23.54066,-46.63887,-23.54611
5,6,8,Residência,606,-46.63887,-23.54611,-46.64066,-23.54066
5,5,1,Trabalho Indústria,606,-46.64441,-23.5474,-46.64361,-23.54755
6,35,4,Educação,944,-46.64214,-23.54022,-46.64872,-23.54165
35,6,8,Residência,944,-46.64872,-23.54165,-46.64214,-23.54022
6,170,7,Lazer,606,-46.63564,-23.54074,-46.54486,-23.52501
170,6,8,Residência,606,-46.54486,-23.52501,-46.63564,-23.54074
6,1,3,Trabalho Serviços,606,-46.63537,-23.54053,-46.63617,-23.54748
32,6,8,Residência,606,-46.66532,-23.55575,-46.63537,-23.54053
6,218,3,Trabalho Serviços,606,-46.63537,-23.54053,-46.49291,-23.53752
6,5,2,Trabalho Comércio,778,-46.64288,-23.53766,-46.64555,-23.54536
5,6,8,Residência,778,-46.64555,-23.54536,-46.64288,-23.53766
52,6,8,Residência,606,-46.6345,-23.58949,-46.64288,-23.53766
6,32,3,Trabalho Serviços,917,-46.63591,-23.53612,-46.65915,-23.55884
32,6,8,Residência,917,-46.65915,-23.55884,-46.63591,-23.53612
2,6,8,Residência,606,-46.63089,-23.54774,-46.63725,-23.53943
6,2,5,Compras,606,-46.63725,-23.53943,-46.63089,-23.54774
2,6,8,Residência,606,-46.63089,-23.54774,-46.63725,-23.53943
63,6,8,Residência,606,-46.65466,-23.59575,-46.63591,-23.53612
6,73,3,Trabalho Serviços,606,-46.63754,-23.5402,-46.69605,-23.6134
6,40,1,Trabalho Indústria,917,-46.63754,-23.5402,-46.59129,-23.5442
40,6,8,Residência,968,-46.59129,-23.5442,-46.63754,-23.5402
6,5,3,Trabalho Serviços,606,-46.63439,-23.54001,-46.63939,-23.54563
6,6,3,Trabalho Serviços,606,-46.64135,-23.53973,-46.64047,-23.54063
5,6,8,Residência,606,-46.64657,-23.54708,-46.64142,-23.54054
6,2,3,Trabalho Serviços,606,-46.64206,-23.54132,-46.63353,-23.54563
2,1,11,Refeição,606,-46.63353,-23.54563,-46.63443,-23.54661
1,2,3,Trabalho Serviços,606,-46.63443,-23.54661,-46.63353,-23.54563
511,6,8,Residência,606,-46.76629,-23.49781,-46.64206,-23.54132
6,31,4,Educação,606,-46.64013,-23.53623,-46.65353,-23.54988
65,6,8,Residência,606,-46.67379,-23.5984,-46.63451,-23.5372
6,35,3,Trabalho Serviços,606,-46.64133,-23.54154,-46.65174,-23.53687
6,99,3,Trabalho Serviços,665,-46.64473,-23.53973,-46.70928,-23.51284
99,6,8,Residência,665,-46.70928,-23.51284,-46.64473,-23.53973
6,6,3,Trabalho Serviços,606,-46.63883,-23.54004,-46.63882,-23.53882
6,35,3,Trabalho Serviços,606,-46.63998,-23.53564,-46.64311,-23.53671
35,6,8,Residência,606,-46.64311,-23.53671,-46.63998,-23.53564
6,18,3,Trabalho Serviços,606,-46.64442,-23.53859,-46.61495,-23.55871
18,133,11,Refeição,606,-46.61495,-23.55871,-46.62814,-23.5023
133,18,3,Trabalho Serviços,606,-46.62814,-23.5023,-46.61495,-23.55871
6,6,2,Trabalho Comércio,876,-46.64191,-23.5396,-46.6386,-23.53912
6,6,8,Residência,876,-46.6386,-23.53912,-46.64191,-23.5396
6,134,4,Educação,606,-46.64167,-23.53605,-46.63252,-23.49041
134,279,3,Trabalho Serviços,606,-46.63252,-23.49041,-46.65037,-23.6837
279,6,8,Residência,606,-46.65037,-23.6837,-46.64167,-23.53605
6,35,3,Trabalho Serviços,606,-46.64167,-23.53605,-46.64326,-23.53206
35,6,8,Residência,606,-46.64326,-23.53206,-46.64167,-23.53605
6,134,4,Educação,606,-46.64167,-23.53605,-46.63252,-23.49041
134,6,8,Residência,606,-46.63252,-23.49041,-46.64167,-23.53605
6,35,4,Educação,606,-46.64167,-23.53605,-46.64326,-23.53206
35,6,8,Residência,606,-46.64326,-23.53206,-46.64167,-23.53605
6,6,3,Trabalho Serviços,619,-46.64013,-23.53623,-46.63738,-23.54079
6,6,8,Residência,619,-46.63738,-23.54079,-46.64013,-23.53623
35,6,8,Residência,606,-46.64515,-23.52887,-46.64005,-23.53556
25,7,8,Residência,606,-46.64675,-23.55601,-46.63126,-23.53526
7,22,4,Educação,606,-46.63126,-23.53526,-46.63648,-23.56915
7,341,6,Saúde,606,-46.6361,-23.52828,-46.70776,-23.57636
1,495,4,Educação,606,-46.63614,-23.54801,-46.83528,-23.5177
7,1,4,Educação,606,-46.63126,-23.53526,-46.63614,-23.54801
1,7,8,Residência,606,-46.63614,-23.54801,-46.63126,-23.53526
7,7,5,Compras,606,-46.63209,-23.53543,-46.63307,-23.53439
7,7,8,Residência,606,-46.63307,-23.53439,-46.63209,-23.53543
7,75,3,Trabalho Serviços,606,-46.63707,-23.53286,-46.65445,-23.57057
7,5,5,Compras,606,-46.63673,-23.52847,-46.63887,-23.54611
5,7,8,Residência,606,-46.63887,-23.54611,-46.63673,-23.52847
7,7,8,Residência,606,-46.63648,-23.5277,-46.63503,-23.52861
7,7,3,Trabalho Serviços,606,-46.63503,-23.52861,-46.63642,-23.52801
7,24,3,Trabalho Serviços,606,-46.63175,-23.53399,-46.63665,-23.5574
7,298,3,Trabalho Serviços,606,-46.63103,-23.53564,-46.73736,-23.79259
298,7,8,Residência,606,-46.73736,-23.79259,-46.63103,-23.53564
7,6,2,Trabalho Comércio,606,-46.63103,-23.53564,-46.63455,-23.53772
6,7,8,Residência,606,-46.63455,-23.53772,-46.63103,-23.53564
28,7,8,Residência,606,-46.65136,-23.56549,-46.63103,-23.53564
7,7,5,Compras,687,-46.62767,-23.53092,-46.63249,-23.53232
7,7,8,Residência,687,-46.63249,-23.53232,-46.62767,-23.53092
303,340,4,Educação,606,-46.68971,-23.64856,-46.72578,-23.55845
7,340,3,Trabalho Serviços,606,-46.63689,-23.52936,-46.72578,-23.55845
340,7,8,Residência,606,-46.72578,-23.55845,-46.63689,-23.52936
7,67,6,Saúde,606,-46.63685,-23.53123,-46.66762,-23.58269
43,7,8,Residência,606,-46.59431,-23.54789,-46.63158,-23.53561
7,5,7,Lazer,606,-46.63103,-23.53564,-46.64513,-23.54614
5,7,8,Residência,606,-46.64513,-23.54614,-46.63103,-23.53564
2,7,8,Residência,606,-46.63134,-23.54684,-46.63103,-23.53564
7,3,4,Educação,606,-46.63103,-23.53564,-46.63474,-23.55296
3,7,8,Residência,606,-46.63474,-23.55296,-46.63103,-23.53564
7,253,1,Trabalho Indústria,606,-46.63826,-23.52919,-46.58515,-23.59316
253,7,8,Residência,606,-46.58515,-23.59316,-46.63826,-23.52919
7,106,3,Trabalho Serviços,606,-46.6359,-23.53158,-46.74432,-23.53266
106,7,8,Residência,606,-46.74432,-23.53266,-46.6359,-23.53158
7,7,10,Assuntos Pessoais,606,-46.63882,-23.52695,-46.63191,-23.53087
7,7,8,Residência,606,-46.63303,-23.53364,-46.63882,-23.52695
7,7,8,Residência,606,-46.63777,-23.52557,-46.63526,-23.52835
9,7,8,Residência,606,-46.63153,-23.52861,-46.63103,-23.53564
7,7,3,Trabalho Serviços,606,-46.62576,-23.53436,-46.63117,-23.53484
7,7,8,Residência,606,-46.63117,-23.53484,-46.62576,-23.53436
7,68,3,Trabalho Serviços,606,-46.63103,-23.53564,-46.67507,-23.583
68,7,8,Residência,606,-46.67507,-23.583,-46.63103,-23.53564
7,62,4,Educação,606,-46.63103,-23.53564,-46.64921,-23.59203
62,7,8,Residência,606,-46.64921,-23.59203,-46.63103,-23.53564
14,7,8,Residência,606,-46.61473,-23.54063,-46.62637,-23.53528
36,7,8,Residência,606,-46.65325,-23.53255,-46.62757,-23.53591
36,8,8,Residência,606,-46.65851,-23.53136,-46.64128,-23.52077
8,8,4,Educação,606,-46.64128,-23.52077,-46.65066,-23.52197
8,8,8,Residência,606,-46.64115,-23.52245,-46.64587,-23.52482
8,8,7,Lazer,606,-46.64005,-23.5244,-46.64836,-23.5233
8,8,8,Residência,606,-46.65082,-23.5225,-46.64128,-23.52077
8,8,4,Educação,606,-46.64128,-23.52077,-46.65082,-23.5225
8,8,4,Educação,606,-46.64976,-23.52421,-46.65082,-23.5225
8,8,8,Residência,606,-46.65082,-23.5225,-46.64976,-23.52421
8,8,8,Residência,606,-46.64012,-23.52362,-46.64555,-23.52477
8,8,4,Educação,606,-46.64555,-23.52477,-46.64012,-23.52362
8,8,8,Residência,606,-46.64012,-23.52362,-46.64555,-23.52477
8,8,8,Residência,606,-46.64202,-23.52345,-46.64201,-23.52351
37,8,8,Residência,606,-46.65679,-23.51975,-46.63869,-23.52134
8,8,4,Educação,606,-46.64804,-23.52587,-46.64012,-23.52362
8,8,4,Educação,606,-46.64804,-23.52587,-46.64012,-23.52362
8,8,8,Residência,606,-46.64305,-23.5262,-46.63869,-23.52134
8,12,2,Trabalho Comércio,606,-46.64159,-23.52295,-46.62232,-23.53093
8,37,4,Educação,606,-46.63869,-23.52134,-46.65684,-23.5203
37,8,8,Residência,606,-46.6569,-23.52026,-46.63869,-23.52134
8,8,4,Educação,606,-46.65148,-23.52123,-46.65123,-23.5217
8,113,3,Trabalho Serviços,606,-46.65148,-23.52123,-46.76011,-23.50304
8,8,4,Educação,606,-46.65148,-23.52123,-46.65123,-23.5217
8,8,8,Residência,606,-46.65123,-23.5217,-46.65148,-23.52123
91,8,8,Residência,606,-46.672,-23.52025,-46.63869,-23.52134
9,8,8,Residência,606,-46.62614,-23.52603,-46.64128,-23.52077
8,8,4,Educação,606,-46.63957,-23.52261,-46.64302,-23.52623
8,8,4,Educação,606,-46.6418,-23.52386,-46.64302,-23.52623
8,1,10,Assuntos Pessoais,606,-46.63869,-23.52134,-46.63578,-23.54538
91,8,8,Residência,606,-46.6793,-23.51404,-46.64128,-23.52077
9,8,8,Residência,606,-46.63124,-23.52863,-46.65017,-23.521
8,8,8,Residência,606,-46.64305,-23.5262,-46.65017,-23.521
42,8,8,Residência,606,-46.60849,-23.53736,-46.65017,-23.521
8,8,4,Educação,606,-46.65148,-23.52123,-46.65082,-23.5225
7,9,8,Residência,606,-46.63425,-23.53019,-46.62932,-23.52596
74,9,8,Residência,606,-46.6541,-23.56926,-46.63424,-23.52787
9,31,3,Trabalho Serviços,606,-46.63414,-23.5279,-46.64925,-23.54178
9,12,4,Educação,606,-46.62607,-23.52911,-46.62404,-23.53314
9,7,4,Educação,606,-46.63,-23.52673,-46.63429,-23.53014
9,100,3,Trabalho Serviços,606,-46.62914,-23.5225,-46.69718,-23.52485
154,9,8,Residência,606,-46.60278,-23.47997,-46.62914,-23.5225
7,9,8,Residência,606,-46.63496,-23.53175,-46.63463,-23.52775
465,9,8,Residência,606,-46.59335,-23.68511,-46.63463,-23.52775
9,235,7,Lazer,606,-46.62641,-23.52547,-46.46898,-23.61606
7,9,8,Residência,606,-46.63195,-23.52997,-46.62622,-23.53068
9,31,3,Trabalho Serviços,606,-46.62823,-23.5287,-46.65349,-23.54985
56,9,8,Residência,606,-46.64715,-23.58817,-46.62914,-23.5225
